music_name,valence,arousal
Shawn Mendes - Mercy (Official Music Video).mp3,-0.04508340228508967,-0.06411287900450999
"Shawn Mendes, Camila Cabello - Señorita.mp3",0.2518263000492952,0.10935665057619046
