listenedAt,precipitaProb,tMin,tMax,sunrise,sunset,day_length,isWorkDay,cloud_pct,temp,feels_like,humidity,wind_speed,music_valence,music_arousal,idWeatherType = Clear sky,idWeatherType = Partly cloudy,idWeatherType = Sunny intervals,idWeatherType = Cloudy ,idWeatherType = Light rain,idWeatherType = Light showers/rain,idWeatherType = Mist,idWeatherType = No information,idWeatherType = Snow,idWeatherType = Showers and thunderstorms,idWeatherType = Drizzle,idWeatherType = Rain and thunderstorms,idWeatherType = Heavy showers/rain,idWeatherType = Snow showers,idWeatherType = Fog,idWeatherType = Cloudy (High cloud),idWeatherType = Hail,idWeatherType = Intermittent heavy rain,idWeatherType = Heavy rain/showers,idWeatherType = Frost,idWeatherType = Cloudy,idWeatherType = Rain/showers,idWeatherType = Intermittent ligth rain,idWeatherType = Rain and snow,idWeatherType = Thunderstorms,idWeatherType = Showers/rain,idWeatherType = Convective clouds,idWeatherType = Intermittent rain,classWindSpeed = Moderate,classWindSpeed = Weak,classWindSpeed = Very,classWindSpeed = Strong,classPrecInt = No precipitation,classPrecInt = Moderate,classPrecInt = Strong,classPrecInt = Weak,timeOfDay = Afternoon,timeOfDay = Evening,timeOfDay = Morning,timeOfDay = Night,timeOfDay = Early Morning,initial_emotion = angry,initial_emotion = fear,initial_emotion = happy,initial_emotion = neutral,initial_emotion = sad,initial_emotion = surprise,initial_emotion = disgust,valence_last_emotion,arousal_last_emotion,valence_initial_emotion,arousal_initial_emotion
0.778,0.0,0.514,0.629,0.215,0.839,0.623,0,0.2,0.614,0.614,0.66,0.103,0.581,0.511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.428,0.677,0.278,0.781
0.399,0.01,0.5,0.643,0.216,0.839,0.622,1,0.4,0.571,0.571,0.81,0.034,0.527,0.514,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.596,0.708,0.496,0.51
0.401,0.01,0.5,0.643,0.216,0.839,0.622,1,0.4,0.571,0.571,0.81,0.034,0.458,0.498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.187,0.548,0.496,0.51
0.404,0.01,0.5,0.643,0.216,0.839,0.622,1,0.4,0.571,0.571,0.81,0.034,0.489,0.465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.361,0.542,0.496,0.51
0.407,0.01,0.5,0.643,0.216,0.839,0.622,1,0.4,0.571,0.571,0.81,0.034,0.612,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.762,0.625,0.496,0.51
0.412,0.0,0.571,0.771,0.219,0.831,0.611,1,0.0,0.643,0.643,0.53,0.055,0.596,0.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.548,0.736,0.505,0.504
0.415,0.0,0.571,0.771,0.219,0.831,0.611,1,0.0,0.643,0.643,0.53,0.055,0.558,0.536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8,0.398,0.162,0.83
0.476,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.614,0.614,0.54,0.069,0.58,0.507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.217,0.554,0.168,0.836
0.482,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.614,0.614,0.54,0.069,0.602,0.557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.682,0.819,0.16,0.84
0.49,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.629,0.629,0.53,0.069,0.594,0.582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.746,0.758,0.165,0.839
0.493,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.629,0.629,0.53,0.069,0.52,0.498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.104,0.619,0.165,0.839
0.497,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.629,0.629,0.53,0.069,0.498,0.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.713,0.588,0.165,0.839
0.499,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.629,0.629,0.53,0.069,0.626,0.617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.581,0.668,0.165,0.839
0.507,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.629,0.614,0.51,0.054,0.556,0.538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.81,0.753,0.165,0.839
0.51,0.0,0.514,0.657,0.219,0.837,0.617,1,0.2,0.629,0.614,0.51,0.054,0.64,0.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.739,0.634,0.165,0.839
0.665,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.39,0.101,0.636,0.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.899,0.751,0.219,0.527
0.668,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.39,0.101,0.576,0.598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.583,0.713,0.219,0.527
0.672,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.39,0.101,0.497,0.506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.08,0.397,0.219,0.527
0.674,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.39,0.101,0.52,0.497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.598,0.8,0.219,0.527
0.677,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.42,0.101,0.682,0.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.402,0.715,0.219,0.527
0.679,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.42,0.101,0.683,0.574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.411,0.572,0.219,0.527
0.686,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.42,0.089,0.58,0.559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.446,0.756,0.31,0.519
0.689,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.42,0.089,0.578,0.536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.637,0.751,0.31,0.519
0.691,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.42,0.089,0.604,0.606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.611,0.901,0.31,0.519
0.694,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.657,0.42,0.089,0.454,0.488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.09,0.508,0.31,0.519
0.703,0.0,0.514,0.686,0.221,0.837,0.616,0,0.0,0.657,0.643,0.45,0.113,0.584,0.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.146,0.67,0.179,0.826
