music_name~~~music_valence~~~music_arousal
a-ha - Take On Me (Official Video) [Remastered in 4K].mp3~~~0.259~~~-0.072
Abba - Dancing Queen (Official Music Video Remastered).mp3~~~0.165~~~-0.067
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight).mp3~~~0.026~~~-0.075
Abba - Mamma Mia (Official Music Video).mp3~~~0.234~~~-0.081
ABBA - Take A Chance On Me (Official Lyric Video).mp3~~~0.143~~~-0.1
AC_DC - Highway to Hell (Live At River Plate, December 2009).mp3~~~0.312~~~-0.074
Adele - Rolling in the Deep (Official Music Video).mp3~~~0.033~~~-0.129
Alan Walker - Faded.mp3~~~0.074~~~-0.098
Amar Pelos Dois.mp3~~~-0.215~~~-0.173
Avicii - Hey Brother (Lyric).mp3~~~0.177~~~-0.112
Baby One More Time - Britney Spears (Lyrics).mp3~~~0.157~~~-0.102
Beyoncé - Halo.mp3~~~0.045~~~-0.128
Bon Jovi - It's My Life (Official Music Video).mp3~~~0.161~~~-0.114
Britney Spears - Perfume (Official Video).mp3~~~0.192~~~-0.083
Bruno Mars - Talking To The Moon (Official Lyric Video).mp3~~~-0.127~~~-0.11
Bruno Mars - The Lazy Song (Official Music Video).mp3~~~0.212~~~-0.09
Camila Cabello - Should've Said It (Audio).mp3~~~-0.131~~~-0.082
Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video].mp3~~~0.076~~~-0.108
Christina Perri - A Thousand Years [Official Music Video].mp3~~~-0.21~~~-0.126
Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video].mp3~~~0.096~~~-0.129
Conan Gray - Heather.mp3~~~0.05~~~-0.128
David Guetta - This One's For You (Lyrics) ft. Zara Larsson.mp3~~~0.106~~~-0.069
DJ Snake - Let Me Love You ft. Justin Bieber.mp3~~~0.204~~~-0.117
Dua Lipa - Levitating Featuring DaBaby (Official Music Video).mp3~~~0.219~~~-0.085
Duncan Laurence - Arcade (Lyrics) ft. FLETCHER.mp3~~~-0.225~~~-0.129
Duran Duran - Hungry like the Wolf (Official Music Video).mp3~~~0.293~~~-0.093
Ed Sheeran - Perfect (Lyrics).mp3~~~-0.028~~~-0.081
Evanescence - Bring Me To Life (Official Music Video).mp3~~~0.029~~~-0.129
Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign.mp3~~~0.194~~~-0.072
Foreigner - I Want To Know What Love Is (Official Music Video).mp3~~~0.077~~~-0.124
Guns N' Roses - Sweet Child O' Mine (Official Music Video).mp3~~~0.22~~~-0.114
Harry Styles - As It Was (Official Video).mp3~~~0.099~~~-0.088
Imagine Dragons - Believer (Official Music Video).mp3~~~0.159~~~-0.089
In The End [Official HD Music Video] - Linkin Park.mp3~~~0.281~~~-0.097
Its OK LIVE - Nightbirde.mp3~~~0.053~~~-0.154
James Arthur - Say You Won't Let Go.mp3~~~0.037~~~-0.094
John Legend - All of Me (Official Video).mp3~~~-0.077~~~-0.108
Katy Perry - Dark Horse ft. Juicy J.mp3~~~0.061~~~-0.154
Keane - Somewhere Only We Know (Official Music Video).mp3~~~-0.017~~~-0.121
Käärijä - Cha Cha Cha _ Finland 🇫🇮 _ Official Music Video _ Eurovision 2023.mp3~~~0.342~~~-0.095
