filename,chroma_sftf_mean,chroma_sftf_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Baby One More Time - Britney Spears (Lyrics).mp3,0.39388618,0.09035995,0.14579172,0.004371159,2883.8844352477786,919555.538612875,2672.309158737699,137058.8625614122,5864.731203439435,2512380.001982942,0.14890083809017027,0.009129198089930842,-0.00014915252,0.009495772,-0.00027164153,-0.00027164153,92.28515625,-74.51873,5078.8965,69.261734,1087.0178,-1.095861,469.7501,19.933546,321.42334,-0.61001605,206.53513,9.629797,249.2099,0.8890271,182.6234,-1.0779155,131.36256,1.8591361,164.16438,4.7399926,101.505974,-5.9195957,98.8606,3.8368871,64.55488,-0.46645108,64.69689,-1.4297738,43.607796,-2.5825748,45.77638,-2.5045564,38.305534,-1.3143998,48.075954,2.5292,70.3254,0.14672945,83.61739,2.4825015,66.62308
Beyoncé - Halo.mp3,0.27260914,0.08239106,0.2246861,0.0025991765,2231.942073096951,359606.4047837519,2533.8943499213196,117301.43883734093,4596.072208180147,1976486.6796164126,0.10282553091137771,0.001572250081847266,-4.364549e-06,0.029945774,-0.00011130591,-0.00011130591,107.666015625,-29.130074,1021.9998,103.13676,430.26074,-3.5489838,137.43524,14.472372,137.23534,5.714165,81.93804,-2.6739423,94.15731,15.030406,88.26946,1.376419,60.292038,6.0969377,59.72036,6.3855896,67.62239,-4.918984,53.101635,1.3357041,40.066856,-2.409737,61.261986,3.7796159,65.38275,3.5967793,48.000717,4.5115886,45.917805,3.6149497,65.03075,1.9881576,82.84308,-5.1181965,54.495792,-0.82256854,57.79308
Blanka - Solo Poland Official Music Video Eurovision 2023.mp3,0.41995394,0.094600424,0.19119754,0.009769583,1862.5624603385866,564350.2661171193,2117.019277991732,289202.6672430929,3907.693037381482,2700996.8928394215,0.07451353279798761,0.0024898511895024705,2.7101285e-05,0.022401255,-0.00012863586,-0.00012863586,99.38401442307692,-122.87314,6683.581,107.57058,1055.5133,-14.80642,623.8851,24.390236,469.43344,-1.8976042,391.92667,2.8533082,443.79306,7.0612173,357.4581,-4.868287,301.5714,0.5066944,300.4465,4.9511886,234.26968,-3.0707822,191.036,7.4976993,206.33362,-5.6390023,180.42293,6.800128,166.02176,-5.548875,124.457306,1.0168763,119.77472,-4.5626254,106.58197,0.9593603,127.08715,-1.2866724,95.722206,2.8659809,129.55968
Bon Jovi - It's My Life (Official Music Video).mp3,0.38545805,0.07592041,0.28668827,0.0013609654,2721.0914069749165,138066.29389961626,2510.982333831978,29633.085742814823,5513.566660216718,421397.1515005223,0.14990234375,0.0014312300519677508,-9.483443e-06,0.042531833,2.8923723e-05,2.8923723e-05,117.45383522727273,42.84023,427.2833,76.68594,136.3717,-18.373314,113.35276,24.096313,116.313576,-3.1582472,55.953197,15.474793,52.6841,1.3012114,64.413,4.635346,41.014675,-0.13643423,48.024998,7.489025,56.35923,-0.14004743,31.728123,0.11465147,41.052795,-3.2604084,31.603045,-0.07857863,37.921658,-4.050708,24.896904,-0.37270394,22.56208,-7.4720297,26.342777,2.5250633,33.119728,-5.2219167,36.019062,-2.1951592,25.939257
Bridgit Mendler - Ready or Not.mp3,0.43084034,0.081248835,0.13724232,0.0021686861,2759.9121648258238,392369.0415040751,2748.91886968982,97412.3809503026,5948.8806945989745,1631235.5847235324,0.12842514935661764,0.00343585728871716,9.8998635e-06,0.008253279,1.8065857e-05,1.8065857e-05,92.28515625,-64.776886,1645.5499,74.65826,303.41388,-8.114084,338.27908,16.686615,192.65884,11.564135,87.21146,11.128599,140.5939,5.4956393,109.228195,5.853992,99.0199,4.415507,61.67043,10.576782,61.385147,-5.8811255,73.799515,7.2885857,52.101646,0.3057657,47.32995,3.9553783,42.391945,-1.6286744,43.42767,-1.037049,50.23602,-1.614613,43.080204,3.6848242,52.418236,-0.14960064,42.00044,5.992692,45.69125
Britney Spears - Perfume (Official Video).mp3,0.38397935,0.08863979,0.2743105,0.006465815,2808.6944020017972,810003.1385637919,3059.147996142021,128884.44514975272,6615.068332920134,2460923.8967114366,0.10602997109616873,0.0045583012247057235,1.0819959e-05,0.043355796,0.00027176779,0.00027176779,107.666015625,-20.128807,1105.1079,81.64277,568.0603,26.020199,324.17435,16.16239,134.29774,5.74324,87.74664,7.479177,91.996506,7.029868,48.007526,-1.931672,74.97365,5.083535,59.791214,3.4311228,46.578407,-2.4340656,34.2623,3.6788878,44.771343,-1.4622325,39.089565,-0.72375816,31.376366,-2.3796935,30.069445,-0.9952675,32.10397,-2.1558084,32.012638,4.509489,43.39068,-4.55344,42.0089,-0.78703886,32.073746
Bruno Mars - Talking To The Moon (Official Lyric Video).mp3,0.2632949,0.0856783,0.1338509,0.0037838786,1719.726785212735,780633.3100494803,1991.2181792905474,243134.2707100331,3284.4968057638353,2843726.2278157896,0.07576371420278638,0.004215606818926646,-8.381124e-06,0.016341163,-1.4179426e-05,-1.4179426e-05,143.5546875,-157.27989,3767.1912,126.65631,1798.8944,-2.1311982,361.13297,7.3242407,191.40828,-7.9746337,177.39981,-0.7587927,142.13425,-9.067519,151.69836,-5.7178507,87.450356,-4.698964,129.1726,-2.872011,76.10259,-7.0185976,82.9336,-9.331142,91.207954,-8.8676195,96.56219,-10.234636,96.08152,-10.507779,60.912926,-10.985581,60.672176,-7.048819,117.91411,-2.0505848,103.79088,-11.281186,147.50667,5.040211,111.46679
Bruno Mars - The Lazy Song (Official Music Video).mp3,0.37026858,0.09194496,0.24755064,0.008625801,2250.5382740697005,716946.8810014284,2586.520425024053,180511.12067110176,5066.627696128821,3004132.5767188757,0.0845323686629257,0.0027487017196801754,-4.752925e-06,0.02377999,6.151861e-05,6.151861e-05,172.265625,-66.22625,5116.9263,91.54939,776.51324,18.344133,410.44147,26.52495,273.70523,3.1789694,141.47755,14.949488,201.35817,-2.1405709,157.46446,7.4270344,116.30324,0.35072893,112.53166,0.12215591,104.235,-2.5762246,75.161255,-0.20600107,79.961494,-3.894775,72.19424,-1.3413575,67.92137,-5.310475,71.96116,-3.3773103,70.42526,-1.7160984,79.755585,-0.29409635,85.93363,-8.390513,72.61549,2.0351925,59.897778
Camila Cabello - Should've Said It (Audio).mp3,0.436096,0.082236186,0.31685048,0.017008696,2506.102132980441,937141.4692254022,2725.337724320869,202047.7460538536,5592.082852106714,3135411.7113518086,0.107308497000774,0.0062925111288915985,-3.1620508e-05,0.070931025,0.0010629814,0.0010629814,99.38401442307692,-52.107452,2257.2969,71.263885,857.15247,16.459576,617.8116,28.086,318.09903,5.3539267,186.39601,17.809874,182.5164,16.913055,165.38286,8.130629,135.135,10.694519,107.60475,6.0691876,107.37752,-2.813126,133.83014,7.712255,112.54024,2.13969,106.703224,8.356172,110.68063,3.4710217,129.92448,11.832419,138.05989,3.1391459,141.59076,7.758617,97.627914,4.3052273,145.07808,5.12387,111.81117
Chanel - SloMo (Official Video) [Eurovision 2022].mp3,0.360154,0.09062017,0.28713062,0.013858305,2850.33661634134,726229.2682052159,2826.8113850097166,124484.27532669523,6130.154598460478,2877091.327014523,0.13673235535990713,0.007381468918468198,-3.245182e-05,0.052277304,-0.00021679734,-0.00021679734,103.359375,-12.153167,1809.2097,72.044556,622.1657,3.344688,480.14676,18.71741,221.8528,4.771445,198.95601,0.8272093,309.56442,12.372426,139.80498,-6.1484456,208.25435,4.576348,135.87013,9.646355,100.87038,-4.6887255,97.13187,4.4945874,58.128,-2.621496,46.05182,3.8517542,55.227978,-5.24903,42.092678,3.617152,67.27704,0.5897161,79.70539,6.555392,68.80933,3.181375,79.99462,5.2029214,62.453804
Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video].mp3,0.36123213,0.08860446,0.29570413,0.006374024,1988.40528381662,357850.26245401695,2740.3152384427203,120274.11804259765,4849.212344143044,3138943.5519024553,0.05441388109520124,0.0006461660727298798,-1.4957241e-05,0.056143712,-0.00016599742,-0.00016599742,99.38401442307692,-63.65162,2696.8967,104.42163,494.9156,33.002567,309.11917,19.714508,170.8029,14.531159,74.90705,4.733435,125.9067,5.0974183,71.18768,5.874725,94.03552,2.090561,78.33659,5.634085,102.39459,-1.0946251,72.20467,2.384269,68.51025,-5.6795993,106.882484,4.5829105,83.46222,-5.380586,67.03083,1.3886635,71.01583,-0.6947314,76.18984,3.5964806,91.1671,2.51976,80.54465,5.531074,71.25606
Christina Perri - A Thousand Years [Official Music Video].mp3,0.28945985,0.081340574,0.08542327,0.0009345251,1983.3415322017065,587219.2759006529,2392.0473872830826,224900.27635925164,4121.70840992647,2707561.210396565,0.0806117574496904,0.0028797788248138096,1.4110027e-06,0.0064647095,-9.742364e-06,-9.742364e-06,135.99917763157896,-164.26967,2252.564,114.90262,717.5547,1.2572229,360.47873,15.800802,171.02158,3.4077573,110.02616,-0.898003,121.70257,3.3796456,144.71667,-3.484409,111.04359,-0.0093592005,96.69553,-10.196465,106.93172,-7.731173,52.76508,-6.799853,65.5023,-11.529362,70.85808,0.3219409,75.81073,-13.193634,58.930523,-5.073848,74.258385,-8.345658,76.77482,-2.532851,47.757126,-9.414303,84.980675,-0.72664696,72.52803
Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video].mp3,0.40913674,0.08574084,0.27939624,0.011201452,2647.768825211594,1260439.3079854893,2707.285215309414,199053.9781639035,5529.108232905621,4190268.7579801916,0.1200147693740325,0.009633596865592125,-7.733186e-06,0.045426402,5.0348186e-05,5.0348186e-05,135.99917763157896,-40.279385,3177.2786,82.24057,1199.7537,4.329278,637.45416,19.93101,451.67114,10.52017,197.8833,-3.915721,240.79059,9.052058,256.9633,-3.2103162,148.53287,0.39015672,138.33923,9.520591,140.11998,-5.866511,103.75579,7.395039,93.24299,-0.26538423,69.86954,7.98805,79.13376,5.576599,72.55012,3.9257278,101.59561,1.9519705,84.16941,2.6259294,56.33106,-2.4276478,63.03967,4.216893,67.74653
Cláudia Pascoal - O Jardim - Portugal - Official Video - Eurovision 2018.mp3,0.34766978,0.0899887,0.1334009,0.0015003342,1403.3016298650332,377391.1737641465,1889.811971650675,200618.3678446246,2820.916275638545,2333591.684206474,0.055614176180340556,0.0010576116252484131,-2.065553e-06,0.011622833,-3.479118e-05,-3.479118e-05,117.45383522727273,-143.43968,2744.5376,139.87936,984.39667,4.6390643,383.9809,25.400402,126.11675,5.4438257,85.26207,13.759356,132.88348,-3.8967059,69.636475,10.236181,52.72587,0.4020188,42.864197,6.271643,90.305405,-4.5803237,50.459507,8.410435,67.76404,-3.2690926,62.66526,0.97977746,45.954727,1.0186582,65.590614,0.27417502,63.601864,-3.159928,63.68228,-1.3282546,60.977337,-6.491433,75.491356,-0.14218159,52.174946
Conan Gray - Heather.mp3,0.30916795,0.095924355,0.22938691,0.006270986,2339.024624569269,781619.5835673121,2697.0738018770608,159842.4299386319,5214.201803768382,3734942.0238298876,0.0847338035748839,0.005472516392159855,-5.964905e-07,0.04135593,-7.8449855e-05,-7.8449855e-05,135.99917763157896,-82.00066,1783.6501,88.82771,1429.2291,10.362692,410.76645,18.56513,553.1257,15.9357815,250.66869,-2.0647192,245.43503,-2.644356,154.13249,0.7631682,110.552536,-8.516068,157.41806,0.09691525,91.84953,-10.018961,70.627686,-13.6830015,64.21422,-10.198131,84.10443,-13.258608,63.236576,-9.424016,69.979065,-8.0204525,63.537937,-14.68373,72.427925,-6.317318,50.13919,-9.152333,86.841515,-1.9786069,98.82993
David Guetta - This One's For You (Lyrics) ft. Zara Larsson.mp3,0.3026889,0.082864486,0.32978266,0.0024532264,2693.7301902024224,143363.1425330933,2729.874917209388,52282.51616356134,5845.0479891278055,738274.9978660772,0.11434246807275542,0.00066425061522746,6.5352656e-06,0.08714066,0.00016267122,0.00016267122,143.5546875,16.484583,616.63513,74.38972,126.18302,2.8214052,152.08905,21.954973,109.163506,-1.8749686,49.9855,15.645712,72.465645,5.9600077,60.696472,7.2132564,47.514465,8.151756,68.672455,7.661497,54.928974,-2.1466262,36.73644,2.303122,42.766422,0.5072321,60.688732,9.590002,47.90004,1.6315935,50.305656,3.7191763,68.84528,-0.30501336,57.15868,-0.4453992,56.812283,-2.7614968,43.78491,5.7544136,69.28092
Determinate (From Lemonade Mouth) .mp3,0.4421574,0.0788416,0.3192587,0.001312772,2706.0206180454884,268752.33821801806,2739.746454581042,88514.78061583758,5776.948400916699,1407056.7620001829,0.10061579370646284,0.0011409812980216066,-7.644686e-05,0.056898993,-9.045349e-05,-9.045349e-05,135.99917763157896,18.294584,712.1966,72.39575,292.57474,2.7610838,205.61034,35.106495,195.32251,9.072376,98.219215,9.051741,82.12159,5.732498,62.932148,7.6927094,57.813915,7.0103755,72.74657,10.917752,48.60036,-0.68643266,40.804504,8.286,40.480476,0.34506598,35.188164,1.9490117,33.96464,1.3651999,36.735535,5.288323,36.682278,1.6054329,49.57704,6.57175,44.35021,-1.29677,37.886887,1.8533006,39.564884
DJ Snake - Let Me Love You ft. Justin Bieber.mp3,0.40663883,0.08507626,0.17435448,0.003035414,1945.2214974783099,439763.32122381777,2557.866308894939,256293.21908363607,4545.689179506096,4047051.411752937,0.06739263859326626,0.0011773979473372704,-1.3069029e-05,0.018214045,-2.6480717e-05,-2.6480717e-05,135.99917763157896,-104.21147,1812.7883,109.540565,678.5863,14.78898,261.31665,17.573004,198.05188,21.54832,164.7183,9.679571,135.68262,4.846876,77.18064,12.786477,77.31681,4.2396455,66.67826,8.723405,56.269188,4.1947494,60.96718,2.0954416,59.014458,-2.1297326,60.411747,0.72358066,42.867443,-3.438983,49.486813,-2.8756993,42.90404,-8.001256,64.606125,4.1517344,77.41311,-6.8274508,59.999493,0.7215685,60.618214
Dua Lipa - Levitating Featuring DaBaby (Official Music Video).mp3,0.4547487,0.08182361,0.3279721,0.008385788,2793.1924169034783,447939.07665750844,2808.641235524823,108036.26556790288,6163.1793987640285,1651680.1408052512,0.11364330374419504,0.002202271244538227,-2.1467056e-05,0.060836863,-0.0015455211,-0.0015455211,103.359375,18.813416,2107.9353,75.15999,390.2953,3.4126325,305.66284,18.472162,139.60521,1.2316314,81.03313,11.037683,97.849625,4.43935,74.51757,8.483661,71.419846,6.1973248,51.05187,11.443572,47.567287,-0.65280455,44.223263,4.6364446,48.564354,-0.85852844,42.480625,7.1582446,49.556786,1.1435357,45.43671,3.4080424,38.245296,-4.486141,36.032894,-0.2744382,35.798977,-6.572255,41.54517,1.5028851,45.687466
Duncan Laurence - Arcade (Lyrics) ft. FLETCHER.mp3,0.24733461,0.09020606,0.09557338,0.0028944577,1336.4305339296552,626189.0259484601,1948.0263111036093,363671.87733668624,2690.3753983347037,3990762.7040924467,0.045506527549342105,0.0018075576638755845,7.7432815e-06,0.009840046,4.215882e-05,4.215882e-05,135.99917763157896,-249.66225,8303.6875,132.97896,1207.2063,39.08208,395.02048,14.228328,432.75198,-6.5114903,303.8606,8.759885,138.2583,-8.431821,174.60794,-3.715543,108.04276,-1.8612503,90.95033,-2.3454473,121.97661,-6.257505,77.672325,-4.239016,107.5038,-10.822279,74.84832,-5.9262824,83.6707,-5.185906,60.13158,-3.0637488,128.08163,-7.894805,105.83531,-1.698578,76.400635,-5.504295,77.249664,-7.4989767,57.90192
Duran Duran - Hungry like the Wolf (Official Music Video).mp3,0.39707142,0.08073663,0.14562173,0.0019995528,2839.4982723104104,444554.19528710307,2605.6395061077037,118727.44663996297,5743.3236042412445,1483404.615820115,0.14676970963138544,0.0035514240671199846,-1.0095149e-05,0.009755776,-1.3132042e-05,-1.3132042e-05,129.19921875,-53.891724,1390.315,69.308754,353.37598,-5.413851,341.80432,36.89755,255.52332,3.4001207,136.38753,6.118241,113.090065,0.90856886,78.63702,7.435476,59.380005,-4.6065283,64.254074,4.4990897,78.69029,-0.8961093,58.11506,2.7850497,55.76674,-3.4001737,49.62051,2.2888217,39.182014,-3.1878748,37.258553,-1.4937313,34.299133,-6.8294115,33.179478,-0.68119025,39.386086,-0.65796953,37.121914,2.2893116,41.246918
Ed Sheeran - Perfect (Lyrics).mp3,0.39088762,0.08151042,0.2728912,0.00369696,2334.307343848716,652591.7429486065,2596.9957854900863,187009.8752099406,5185.2936452387285,2583952.206613999,0.08408717105263158,0.0020085655751320795,2.2899745e-05,0.051140606,0.00013567525,0.00013567525,95.703125,-36.2847,1633.0654,88.265205,670.95483,14.421441,335.01547,40.56245,211.12798,8.129611,134.33061,9.4762535,75.37882,3.7845764,75.02605,6.925762,44.69458,-2.088724,57.820282,10.652236,108.14813,-4.923986,60.140663,5.6933355,48.456215,-3.2763355,52.19188,0.12135811,63.735283,0.9388326,48.251995,0.012509373,37.282898,-7.068496,38.64808,6.286107,47.509727,-2.7306938,47.42271,-1.3051491,42.297714
Edmundo Inácio A Festa (Lyric Video) Festival da Canção 2023.mp3,0.37997088,0.09547233,0.24237844,0.003114563,1594.529773148877,504180.2755099983,2151.781542269806,296531.0189295519,3458.762418670182,3366161.549051306,0.048366676543150154,0.0007328741872084055,-8.527895e-06,0.041070946,-0.0001732958,-0.0001732958,112.34714673913044,-97.99814,3062.1624,126.60425,964.97986,12.880748,503.99777,19.541063,147.52454,13.019526,210.41283,13.872324,154.35599,-4.8769083,113.38158,18.38338,100.13341,-7.032998,109.11057,9.322569,63.322056,4.888609,88.515205,0.95884925,82.07418,3.5397398,56.151424,6.4839115,63.44427,-0.673801,57.727184,3.1796744,53.78897,-4.186976,52.32586,2.457312,58.512646,1.901165,61.228237,3.6414526,76.71509
Evanescence - Bring Me To Life (Official Music Video).mp3,0.4169923,0.07720399,0.16155314,0.00055795844,2742.9545690668824,142870.2891602709,2785.3733326021934,57015.13297837661,6008.430334510449,868583.9627736795,0.12127780028541021,0.0011909985012060606,-3.7361456e-06,0.014333084,-0.00018723418,-0.00018723418,129.19921875,-36.0325,397.45932,73.95236,116.119125,3.0575016,177.27887,34.425945,97.54157,9.438823,67.01488,7.7211432,38.720097,5.901543,43.989353,7.1420355,41.7284,1.6869426,41.126373,3.4430094,61.861824,-6.0431848,34.40429,5.308913,31.17833,-3.653361,29.239956,2.2075026,31.381573,-1.0758858,31.111189,5.3316493,41.48996,-4.8475914,42.100513,2.0282762,47.47274,0.88800746,40.092037,6.939082,38.68163
Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign.mp3,0.40617722,0.08980011,0.19633897,0.0063141137,2461.832097797446,631893.6852502357,2686.501338924041,221586.9216111427,5535.491527640044,3531169.805077796,0.10054134215363777,0.003295696782421811,-1.0023248e-05,0.027714634,-5.1156752e-05,-5.1156752e-05,103.359375,-62.456722,3554.7175,92.70752,1092.723,-7.6234255,534.0374,-0.7428629,353.46844,2.0678086,231.86905,-3.5386732,258.60382,-4.0418015,155.56895,-3.2185512,224.87555,-0.8362336,114.78326,2.4662216,112.02941,-1.0470235,121.246895,4.5316076,89.95101,-3.4321504,91.53489,6.112285,46.53116,0.49056682,48.042625,3.2215571,50.741817,-3.5227475,46.505066,5.155931,51.17982,-3.1094222,45.966152,1.2873478,43.929203
Foreigner - I Want To Know What Love Is (Official Music Video).mp3,0.37416017,0.08191749,0.07236821,0.00043294352,2049.2926053163046,237204.06791187506,2289.9957811609984,94559.38426574951,4400.265058865857,1487206.2159555755,0.09448128809500773,0.0011202674519229703,0.0006820701,0.0034322175,0.0014503924,0.0014503924,161.4990234375,-147.36525,1695.9126,104.83075,502.89822,-6.668227,232.89125,25.84852,149.54533,2.03587,96.54321,6.2104,76.16886,-6.0238357,77.76901,11.481189,52.665466,-2.3235996,68.10954,7.156383,59.24757,-4.966212,59.532673,1.482971,49.583485,-0.1668138,48.98896,-0.76104337,58.700756,-3.6514919,53.490196,2.886168,58.829613,-1.6914036,33.658337,3.9033527,50.39513,0.517795,62.864323,4.143736,42.48603
Guns N' Roses - Sweet Child O' Mine (Official Music Video).mp3,0.3927666,0.08128365,0.076646775,0.00030407638,2459.551115264276,183569.6474936633,2498.5687137802315,85234.76142391369,5123.935682928599,1101391.1617030485,0.12040554554469814,0.0008310445699896165,-6.4670458e-06,0.0025230655,7.77147e-06,7.77147e-06,129.19921875,-117.65702,1063.5781,86.56363,297.66248,-11.474902,220.6951,31.270771,182.85406,4.6980987,93.41836,3.0055597,97.894554,0.42678645,66.224335,5.5181623,84.346535,-2.0384536,68.75234,0.08163717,61.145573,1.9782689,58.020958,-1.6464208,63.86076,-1.8403912,44.45358,-0.68548614,49.578537,-9.362383,49.3466,-4.9653745,50.299446,-8.340408,75.17963,0.44359457,57.05292,-3.3278213,51.00744,3.2249322,66.74895
Harry Styles - As It Was (Official Video).mp3,0.32938972,0.08239885,0.38241765,0.0026509932,1914.5820629593265,816065.1604139035,2458.879802591123,353839.8557553931,4194.724635074013,4421687.565992097,0.06791039812306501,0.0022436294814903624,2.336249e-05,0.09198715,3.906731e-05,3.906731e-05,172.265625,-19.105421,2378.496,120.83129,1436.8845,21.739794,327.41873,12.304445,135.18602,8.980234,100.05674,6.4634395,85.016136,0.8707151,91.74004,6.6149306,53.076748,4.1415687,57.386097,2.226319,58.871,0.7678993,40.345566,1.6679261,40.892323,-2.1596346,36.179558,1.6722816,39.27975,-1.4283735,48.30073,2.9469044,40.554497,0.88470244,35.616367,7.7409916,44.212914,-1.3249016,66.13165,3.4057622,54.441925
Imagine Dragons - Believer (Official Music Video).mp3,0.47178048,0.08069759,0.26501736,0.002007553,2329.3880138074433,314910.97217442875,2435.1540397545637,112129.94000529722,4923.611894259143,1550942.676253045,0.09022507800406347,0.0013965573125597692,-7.2577573e-06,0.045288306,-2.2480146e-05,-2.2480146e-05,123.046875,-13.448666,2595.0298,86.40076,523.0553,-17.68795,200.36041,27.55002,172.9122,12.872052,86.05307,11.7463255,110.98396,-1.6315702,66.95703,12.8904085,56.95482,3.4198275,44.214806,7.087818,48.377975,5.5818353,36.714195,5.081958,43.14935,5.479637,56.746143,8.424009,52.927124,6.0193896,49.633713,8.547136,66.298256,-1.979084,60.711277,0.6129963,46.664623,-0.41534224,35.40905,1.7143887,38.566395
In The End [Official HD Music Video] - Linkin Park.mp3,0.474415,0.07562078,0.26595187,0.0028148324,2199.269205073174,385912.32501751784,2304.3873614545787,168381.09460366712,4417.381622031008,1990618.0722563665,0.10596232222329721,0.0018051522893243552,-6.3503035e-07,0.029515117,-0.0003811469,-0.0003811469,103.359375,-4.9242315,1240.5835,98.28199,745.88165,-17.448587,419.25345,25.770233,308.37384,8.395748,181.76244,5.3424063,88.688126,-0.5770075,114.24523,14.208984,77.91775,8.351677,59.528107,9.150684,57.806225,5.0612383,63.987865,6.974341,43.46087,0.7842149,48.656452,3.5860686,45.13374,-1.9952983,34.798958,5.0427856,38.646908,-0.9078931,34.026825,2.8561742,28.18969,-0.5679059,36.8459,3.416296,36.569942
Its OK LIVE - Nightbirde.mp3,0.27675116,0.08781115,0.15345758,0.002037211,1214.1348590409534,347521.1448337241,1615.2552792499412,454385.1128693822,2316.7359910144155,2934682.6689212644,0.05249136815499226,0.00044008803312882834,6.687488e-08,0.017449876,3.3752014e-05,3.3752014e-05,117.45383522727273,-172.2126,3441.9148,164.78278,1180.7246,-1.608836,660.17035,23.85928,306.4035,2.0764792,225.6503,-5.414373,192.21436,1.8266982,108.6666,-8.510986,111.67498,-1.7104512,107.800285,-10.686439,73.86423,-0.12568225,80.76484,-12.281421,89.89251,-6.895609,95.86415,-6.892306,86.35708,-10.724604,82.156456,-5.357935,69.12446,-10.906455,101.13711,-3.8101282,88.897316,-8.376861,85.05786,-2.2331452,193.22836
James Arthur - Say You Won't Let Go.mp3,0.27362677,0.09053949,0.1510257,0.003109472,1925.373290565803,978116.674177728,2286.649954555039,324596.8742839224,3959.35105834583,4929027.356386607,0.07746173870452787,0.004827840977726587,6.5425907e-06,0.017325291,1.4615086e-05,1.4615086e-05,129.19921875,-141.68216,4096.1685,112.33861,1679.5403,3.0272508,412.7771,5.9644704,313.18155,14.838467,235.03232,4.3731284,122.471504,-13.456155,151.54492,-1.4137294,122.14319,-10.911766,155.55865,-1.9018867,103.02491,-6.501338,116.7142,-1.8975435,89.85227,-6.9855957,90.82366,-4.743598,80.49607,-6.3493276,83.24578,-6.1356683,59.78379,-12.777718,53.94403,-5.2278705,57.97863,-9.252764,50.22899,-10.756051,74.52624
John Legend - All of Me (Official Video).mp3,0.25891235,0.091105394,0.1848668,0.0033479747,2172.052396325554,647763.8039593106,2390.913697844817,192175.4161047856,4523.480980462703,3246312.2239667433,0.08996808787248452,0.00273293666834732,-5.525283e-07,0.028254393,-3.02289e-05,-3.02289e-05,129.19921875,-109.563324,1987.375,93.27966,1133.8687,2.3290164,542.4922,12.511579,390.7066,-2.3532896,221.49802,-2.880696,242.64053,-23.05115,96.01872,-9.972104,119.95066,-24.242153,113.150795,-8.526866,98.30562,-9.561336,83.480064,-10.219643,76.68002,-13.605549,97.6492,-7.675633,97.922676,-8.774157,80.19632,1.6338087,91.181,-12.562364,82.877846,0.123903826,86.46835,0.63355345,72.893,-1.1550841,76.305595
Katy Perry - Dark Horse ft. Juicy J.mp3,0.36769688,0.088225655,0.105012566,0.001175579,2215.4568072762895,507232.91250854294,2516.403676934944,191626.9949255215,4850.837334316951,2781568.8236993668,0.09591514185855263,0.002309349559020468,-3.3494066e-06,0.0077974256,-2.552268e-05,-2.552268e-05,129.19921875,-125.076744,1940.5232,99.31273,616.4184,3.9515793,542.46014,19.168621,226.84479,11.214734,192.63629,9.648797,189.16254,-0.19043063,85.871895,4.795521,85.973625,3.9508824,94.84572,6.397058,99.30607,-3.1420782,83.21658,4.031239,65.36148,-3.9636917,69.5561,6.771155,72.46317,4.264193,76.25144,1.8502309,87.52846,2.9417138,53.786636,-0.99771374,79.59727,-4.408888,61.75365,2.6766915,70.877525
Keane - Somewhere Only We Know (Official Music Video).mp3,0.36233807,0.07972582,0.33373904,0.0017120378,2491.9572637489373,390136.3412065076,2711.7631336107233,70427.38609834631,5490.950130309114,1507300.0307929644,0.10202016919020898,0.0018384530304066215,-1.7796802e-06,0.07490464,4.774065e-06,4.774065e-06,172.265625,19.976154,754.0532,88.27869,365.4045,2.8838408,105.93851,21.654673,82.12686,8.835409,96.96752,5.319515,51.860523,1.6383036,48.938786,3.3019,39.037216,-4.052307,33.566376,3.4028206,45.33592,-1.8735346,29.20718,6.6787176,38.29574,1.1602092,31.921307,2.4417486,40.059475,1.203102,32.587532,2.7402349,30.607727,0.5876287,41.937836,4.4399214,51.523064,-2.4602892,51.083435,-4.77068,49.87985
