filename,chroma_sftf_mean,chroma_sftf_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Käärijä - Cha Cha Cha _ Finland 🇫🇮 _ Official Music Video _ Eurovision 2023.mp3,0.48980764,0.070888914,0.1431613,0.00090841344,2390.284499210813,767464.5985518127,2800.6325248990447,175429.41467132527,5786.8066746384,3228239.2203151435,0.06779324085719814,0.0024341970690999535,1.0175765e-05,0.015147246,2.0085656e-05,2.0085656e-05,151.99908088235293,-111.919525,3126.4111,87.76433,713.3388,17.137747,336.9072,16.303774,91.11771,9.215166,73.50859,11.598212,77.77288,9.212411,62.15324,17.97787,51.896683,-1.4952075,97.085365,16.649178,116.22987,3.6389554,38.753017,6.9450746,38.98162,4.260519,40.09864,6.5106354,32.464947,2.5823083,31.085054,5.34894,25.369604,-0.3447247,27.492115,3.443583,26.007408,-0.090527385,28.637468,3.5512242,25.805359
"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video).mp3",0.34067583,0.086447835,0.1679017,0.00056793186,2379.3872765889573,506317.7080331218,2684.254539104787,215102.96545401317,5651.557492471701,3171750.025704294,0.09510033197078173,0.0015651603860387267,-1.4928646e-05,0.022727292,-0.00012886031,-0.00012886031,117.45383522727273,-77.99639,836.7556,98.45209,570.4936,5.7411556,225.05672,-0.61597604,168.29324,8.191285,107.04061,18.878466,134.98248,3.4822404,72.57104,18.927813,87.48569,1.8474574,77.58348,15.196277,69.04901,1.379091,46.26936,-0.30315292,69.1138,-4.628826,59.670532,7.64554,75.41323,3.485916,79.346954,4.7669034,79.278244,0.83292884,77.30134,6.008975,128.26654,0.0024449965,91.59488,7.368982,70.64522
Lewis Capaldi - Someone You Loved.mp3,0.28280076,0.085204184,0.26279432,0.002410891,2187.93405191444,787233.8582137759,2420.1425755332625,287211.09769931535,4813.987557142512,3481790.2862203247,0.10086182396478328,0.002833936520534346,-9.116322e-06,0.0539192,3.166486e-05,3.166486e-05,107.666015625,-48.358475,2268.1658,109.51949,1371.4124,16.71121,359.69098,16.871687,184.37067,0.7820493,133.78644,16.342196,100.23946,-12.037125,146.97717,13.106324,72.732956,-3.2031114,105.31734,-2.4971182,74.46574,7.2786255,103.22958,-1.6553407,91.486465,-2.7028184,74.21606,-0.34723693,82.70176,2.8458564,82.73533,1.3128861,110.80254,-10.013201,106.265434,9.788226,81.4121,-3.3396802,73.51974,-0.53021544,122.82135
Lewis Capaldi - Wish You The Best (Official Video).mp3,0.27301925,0.08118512,0.32868084,0.0021272867,2935.622795861724,1431009.5286135438,2860.496019322457,554862.6436946043,6493.11907033064,5262640.92285433,0.12654496420278638,0.0055433905186709044,4.200007e-05,0.078697994,5.117081e-05,5.117081e-05,107.666015625,-7.6995,2917.4578,86.13913,2226.91,13.869883,716.1367,12.214463,343.51987,18.470654,123.91871,12.792552,99.574486,-4.147277,156.57628,8.85819,78.27137,-4.2083917,80.59172,1.3193388,59.895317,2.5134435,86.09952,-2.2963417,54.33568,-1.6867433,66.18314,-2.8320682,58.611904,-3.6369965,50.424614,-3.931881,70.43103,-8.932874,70.9886,3.6881053,74.32857,0.27406558,68.43673,2.9700897,110.8988
Loreen - Tattoo (Official Lyric Video).mp3,0.34631178,0.08622632,0.2498852,0.003339985,2486.85138384652,359133.4164439245,2791.3057611521085,136480.4964746132,5919.130874492066,2520584.02720985,0.09261697586106811,0.001551348236795047,-3.8144688e-06,0.039051674,3.3985234e-05,3.3985234e-05,151.99908088235293,-28.50095,1604.4066,90.626625,530.6342,7.43395,176.52893,15.33523,123.14108,9.310051,140.01962,9.289899,112.67179,7.940573,82.815125,2.065616,72.00048,0.33987916,44.59282,6.8439584,54.93936,-6.9506593,47.86639,6.6801167,53.271072,-6.3823304,74.82688,8.296322,55.47389,-2.3048923,54.29306,5.563124,74.793625,0.6252634,67.706726,3.7007365,63.914173,-1.8727552,63.1352,2.9104896,72.17403
Madonna - Into The Groove (Official Video).mp3,0.40466478,0.082452714,0.13508783,0.0018381457,3114.342206649624,397040.33594380185,2781.682345106354,96093.38621321542,6187.9209158221265,1527975.9867845208,0.16816791735197367,0.0038853034957410542,1.5526855e-05,0.00842785,3.8925213e-05,3.8925213e-05,117.45383522727273,-61.888588,2274.0593,57.487766,391.81085,-7.1672993,308.5505,28.480581,131.76393,3.66667,136.37656,8.735481,155.85847,9.379906,93.16253,-1.1091256,100.31799,8.774016,64.847244,3.9189317,64.81818,-1.9536946,43.87862,5.8332386,41.102596,-0.5404913,57.632668,0.3298111,52.501614,-2.2972167,93.639015,1.9142613,86.84681,1.3247327,71.95836,7.042244,96.38396,1.8912821,112.32186,6.2916937,94.65892
Madonna - Material Girl (Lyrics).mp3,0.4126243,0.086855434,0.18798764,0.0039322106,2807.922549853975,512541.94775279146,2591.590898950569,162246.250537689,5660.507438352603,2122744.704903748,0.15441478811919504,0.004129093249948908,3.7024154e-06,0.011499102,5.5089913e-05,5.5089913e-05,135.99917763157896,-34.649326,3587.1985,73.19952,634.8671,-7.0376143,473.7496,26.155014,278.49435,-0.5365485,110.712364,8.008933,256.14697,3.1682642,108.145775,3.6066728,72.645935,4.807402,85.265305,-0.40850517,50.89458,-3.80459,51.434113,3.625659,66.150215,-4.2100735,54.179573,-0.00030215236,58.262856,-5.082549,51.152313,1.4147488,79.058365,-3.257281,98.66402,0.6348596,80.24572,-4.7055745,82.4955,2.326829,85.90759
Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,0.45375368,0.09724853,0.2627918,0.015305577,2129.173994764366,660398.8609528716,2640.8316949451682,229637.5079382633,5143.485564713139,3680076.8998556905,0.05435681416892415,0.002393218092687859,-2.7149057e-05,0.06280676,4.6256275e-05,4.6256275e-05,95.703125,-97.10324,2966.6702,87.45486,617.0156,19.296804,423.4528,27.443596,287.12775,9.7179575,279.37866,16.016935,92.525795,0.017293451,98.850235,8.893273,86.83098,0.72570246,111.01325,8.50442,52.891773,-1.4533521,93.7697,8.742114,83.1329,2.9603314,97.23695,4.8152027,48.774654,0.61006093,66.54878,4.646322,43.980755,-3.1857834,46.519493,4.7749434,45.727036,2.9466293,62.9156,3.603883,63.217316
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars.mp3,0.48699754,0.084185466,0.20818672,0.008649438,2766.3315437305046,412868.2123322351,2561.327938233327,86330.94344901774,5608.124421772204,1487197.0127335435,0.14227653952205882,0.0027644503444427784,2.5987565e-06,0.017582335,0.0003601882,0.0003601882,117.45383522727273,-29.467955,4846.1963,69.8642,623.979,-16.380514,396.1031,19.171827,181.20961,0.35409197,160.40988,15.036967,146.31935,1.3098835,106.52902,7.939536,106.34046,-1.1852021,80.3358,5.071353,55.050056,3.862703,68.85525,7.818078,73.58843,-1.2831721,71.07748,6.432906,57.208073,-0.046139225,77.706055,3.7514143,67.11324,-0.57414234,79.01357,4.0229945,88.00157,-2.303779,60.560917,5.2633696,77.3138
Maroon 5 - Middle Ground (Official Music Video).mp3,0.3154363,0.087375104,0.33808324,0.0059209573,1851.942397438886,163093.68874603923,2342.8241051764453,81127.94468336295,4157.308194659443,1131649.1279925993,0.07268323396381579,0.0006695491120192522,1.1744389e-05,0.08828196,-7.472694e-05,-7.472694e-05,151.99908088235293,-24.352688,884.1662,108.99989,247.8943,3.816117,108.726105,21.164927,178.53314,5.3878775,81.19814,18.566395,54.384205,0.0056666797,72.103806,5.572941,54.879208,5.2711506,92.63664,6.3396287,55.214954,6.687748,58.40093,4.3308687,33.175613,0.8842959,40.806152,0.9625803,38.691353,-4.517489,38.711586,1.9613876,41.74908,-3.3933346,38.823994,10.296385,80.01928,2.7727153,48.595596,3.7800233,61.96
Maroon 5 - Sugar (Lyrics).mp3,0.3472157,0.09715223,0.23652185,0.010586727,2623.0181933323956,612381.7604266754,2673.270430716771,123072.34720889211,5676.265676398027,1985728.0122983702,0.11270831317724458,0.0036766586591744726,5.245235e-06,0.030903159,1.1730136e-05,1.1730136e-05,117.45383522727273,-43.63675,1790.1459,76.37777,709.15405,5.914673,292.2497,30.66615,301.9379,7.2119823,99.99747,8.602001,111.72731,-4.0305433,103.39198,1.8428037,91.097115,-3.3015325,86.72325,2.589767,64.41753,-1.3411841,61.61443,2.617367,61.83787,3.958571,80.26646,0.69072795,64.259544,-4.1840806,80.20941,-1.1971945,73.15772,-8.319005,62.19461,1.3241029,43.72069,-3.2497714,55.166977,-1.2138925,45.496483
Michael Bublé - Home [Official Music Video].mp3,0.316334,0.0877876,0.118272565,0.0018100772,1627.6232824777758,629272.4401563716,2112.7287023059184,238767.07588668104,3272.155213725087,2833725.671468481,0.06382501088428792,0.0025508621603061686,4.8311454e-06,0.010037365,2.8376138e-05,2.8376138e-05,129.19921875,-151.87785,2833.8743,126.13465,890.6783,7.418604,356.15466,25.563116,148.47806,12.882296,116.36368,9.114188,112.31374,-1.8619201,93.11293,2.5256054,69.56395,-5.5177097,70.19002,5.343409,72.40635,-1.7181067,62.68316,2.822728,62.884407,-2.159529,57.427002,-2.6010573,50.62791,-0.9997572,58.823784,-0.37628826,57.243137,-4.1907277,43.116993,3.70577,49.483242,-4.925642,51.01858,2.0637822,42.12377
Michael Jackson - Thriller (lyrics).mp3,0.4427266,0.08442668,0.21563636,0.0069021885,2952.5171724217535,725846.9233110669,2949.9570733854457,137644.01757863272,6622.776619642512,2445838.8136607436,0.12488322066079721,0.005248547541153545,-2.4720317e-05,0.02188324,-0.00011814423,-0.00011814423,117.45383522727273,-37.79447,3453.091,76.88114,856.3122,18.469673,531.2063,13.348481,295.50516,2.0854168,131.42538,4.6714315,143.54808,-2.8312473,117.34104,1.357572,99.22568,-5.875367,94.94504,5.8271556,95.86872,-5.969985,86.52409,2.7024612,71.15594,-3.504303,61.81213,2.0093954,46.53557,-0.90301675,48.225662,-0.17243655,52.378548,-1.3490514,42.72343,0.38424137,39.18736,-4.3369594,42.68228,3.5175593,39.882896
Miley Cyrus - Flowers (Official Video).mp3,0.42082834,0.0921435,0.30293685,0.010425358,1676.8828529932362,410804.5776122778,2196.8285045532007,231454.65480142113,3624.561416106327,2326797.687204797,0.056863601731811146,0.0010955032130061688,3.1878953e-06,0.037970625,6.498395e-07,6.498395e-07,117.45383522727273,-69.83934,3684.0503,117.878555,1139.3235,9.438668,471.98785,30.580791,451.4666,11.007496,213.21901,13.83718,259.44113,4.151929,141.78082,6.163319,106.99144,2.8133166,87.78713,9.686741,129.10368,-2.8761907,82.34799,8.126937,82.6107,-2.6940098,80.65907,4.568051,66.77218,-4.949398,69.31488,1.0091354,62.403553,-3.6376493,62.02259,-2.6429038,45.75001,-6.467169,57.445232,1.082527,49.281975
Måneskin - Beggin’ (Official Video).mp3,0.4075329,0.087014966,0.27760652,0.0074456697,2241.8647773359617,410472.1577904337,2445.985095007113,209723.2514784962,4852.828988940354,2215898.0783289326,0.09047791094233747,0.00179800136133956,-2.4180458e-06,0.036428895,-0.00075203454,-0.00075203454,135.99917763157896,-31.585375,3488.8933,89.56348,721.71747,-1.9106687,735.70233,43.060795,332.13245,9.583777,179.33621,4.8205957,203.79373,5.4733267,101.30622,2.7100992,79.039246,0.45746672,120.60344,6.444239,63.822254,-1.7080404,51.216934,4.539229,69.63804,-6.2628703,70.08162,4.0617504,58.89296,-5.0820885,54.45116,-1.4102963,41.47929,-4.6763344,44.339878,1.5615674,36.75768,-6.8903446,34.745007,-2.953826,50.72404
Numb (Official Music Video) [4K UPGRADE] – Linkin Park.mp3,0.38757363,0.07811398,0.30054167,0.0015660458,2592.636086540055,371922.46086710057,2583.3375979408775,70337.70975847512,5385.117436931599,1300332.318255861,0.11438933097910217,0.002161357105009672,-6.405927e-05,0.058851823,-0.00025637232,-0.00025637232,112.34714673913044,18.872269,535.5918,80.59826,363.64133,-9.6570015,221.62628,24.606968,116.36934,5.6811714,70.643524,8.648188,82.17723,1.9624394,81.46057,7.7905636,54.86085,1.8979961,49.02126,7.627289,60.712982,3.7766454,38.36814,8.643436,56.91837,1.7520869,32.1419,5.108164,30.950052,-2.5931568,35.84938,1.4747617,43.574066,-3.7037787,48.189953,6.2193522,30.742538,5.5203,34.45026,7.8166223,44.74154
Olivia Rodrigo – drivers license (Lyrics).mp3,0.32491365,0.08492629,0.24989834,0.005481319,1543.42491690943,276163.8052184649,1955.6314586459957,229455.31323592737,3163.497537429857,1742242.048348787,0.07199465158184984,0.0009601989210015875,-1.7761242e-05,0.03648967,-3.6120542e-05,-3.6120542e-05,143.5546875,-83.26631,2974.242,134.13356,780.38464,-4.91561,365.0668,28.347414,135.50114,11.5459,125.56093,4.8580074,153.24603,14.960691,143.5556,-0.406778,96.58344,-0.5466904,75.78474,4.7906284,77.44548,-13.201002,73.862564,3.8861918,93.65157,-1.6793708,111.02679,9.862989,87.61427,4.692839,84.94521,6.842829,125.22638,4.605204,171.86472,2.4576771,98.323845,-2.0862477,95.669975,3.6943245,130.03487
One Direction - Story of My Life.mp3,0.29984608,0.08750719,0.10785685,0.001679341,1698.310043049683,1610515.1301943606,2150.666238232252,363889.98271011683,3258.6802952060757,5926765.282550093,0.0721548924874226,0.008457579581989514,-6.0615304e-07,0.00908313,1.3113852e-05,1.3113852e-05,123.046875,-187.40744,4133.557,125.78563,1650.5612,25.865675,473.67303,17.77014,234.44887,9.512202,133.32733,3.2798698,135.57837,-10.594619,133.77017,-1.9086071,73.21361,-12.5452585,120.77718,-3.3632858,63.391205,-7.548082,85.262665,-1.7519867,47.207962,-7.0546265,55.72615,-7.0803328,84.08763,-9.805362,51.2861,-9.358525,46.960857,-9.145345,40.171753,-8.513718,59.22739,-12.417649,42.466,-2.6909633,69.12718
OneRepublic - Counting Stars.mp3,0.40819886,0.08026045,0.17603084,0.001229192,2441.809719443665,349371.8366000009,2703.1879997875535,95951.84347792041,5624.3743235112715,1525431.382002812,0.09482482343266253,0.0015009415921077227,2.1885658e-06,0.015416445,-3.649012e-05,-3.649012e-05,123.046875,-49.180595,1172.882,87.55969,404.44583,9.200007,154.4227,27.2753,87.130356,5.738813,63.768417,12.08634,63.6436,2.6592786,44.410545,8.872169,38.92323,1.3863705,41.240574,10.5643425,39.223263,-0.4580674,30.053774,3.1949296,33.009983,-2.875561,33.367027,4.787842,35.881172,-0.71163404,36.416203,2.7653744,31.479446,0.17994511,37.58035,6.5513945,43.9607,1.8465081,43.990067,5.5488477,46.430252
Os Quatro e Meia - A Terra Gira.mp3,0.36793378,0.08195682,0.25982955,0.0024628972,2014.8251911540863,240172.28739798354,2489.5998434071153,101027.35985284968,4570.147364944128,1576698.2681043558,0.07299653516834366,0.0006212765564520107,-1.1601076e-05,0.045333333,-2.1917289e-05,-2.1917289e-05,143.5546875,-35.68195,1406.9716,102.58538,320.2235,7.5141973,138.2412,20.616598,110.80147,1.7267685,164.44836,9.0151,36.686436,7.6891212,47.127583,14.080178,36.07247,2.882201,49.51758,8.537913,47.888996,0.7654331,51.849518,7.859458,43.382545,6.415401,50.870712,6.676959,49.95606,3.580315,40.545696,7.726839,36.071632,-5.970908,43.656765,1.4361835,31.697653,-4.7926598,29.108027,-0.8081778,47.90008
P!nk - Just Give Me A Reason ft. Nate Ruess.mp3,0.39625892,0.0829906,0.21199326,0.0052403132,1928.7534986579774,368684.8148910063,2282.263899170876,205793.06080263457,4024.017333984375,2368758.2696740148,0.08680106242743808,0.0018220844291274333,9.01138e-06,0.023522032,-1.1867085e-05,-1.1867085e-05,95.703125,-59.6689,2440.6973,112.97555,545.5015,-7.3532586,298.54666,21.918232,142.35812,11.055708,141.50822,6.4276776,100.35763,11.858298,103.77935,9.413686,66.706436,0.56306,57.50438,7.5470815,69.33108,-7.5116014,51.157055,3.7986581,54.09155,-0.30133542,60.195736,5.470339,80.01961,-0.6240055,49.191517,0.083818845,44.924088,-1.3135835,48.775562,4.7168937,73.93948,-1.3667253,54.585224,2.330637,61.361614
Panic! At The Disco - High Hopes (Official Video).mp3,0.39894885,0.08167554,0.21095735,0.0061512585,2733.165005495779,1296181.7418086762,2492.443057716597,394069.5000102612,5551.866428623259,5782810.397395237,0.1581316968604876,0.008107210709983567,-5.758578e-07,0.020915365,1.3191716e-05,1.3191716e-05,161.4990234375,-16.093231,6768.062,87.349884,2270.9417,-24.14517,323.5683,1.9373382,325.06754,-3.1354446,126.656906,1.3403208,121.24107,-6.7975197,63.998863,-6.792417,69.16303,-4.6719522,37.737183,-1.5958084,43.81341,-3.299387,40.258755,-2.6756432,35.048603,-7.6239433,49.508694,-0.050451014,46.970364,-5.3884873,39.32108,2.7807224,42.176277,-4.3605347,50.58719,2.5048099,42.083637,-3.995566,36.38708,-1.4426969,56.09564
Passenger _ Let Her Go (Official Video).mp3,0.37263334,0.085970335,0.24939178,0.005459744,2213.989035875146,693646.1001901623,2578.3043479096614,190199.67832676927,4964.736645583398,3006446.760190023,0.07715335054663312,0.0027296932247760954,-2.0679734e-05,0.037803248,-5.5006963e-06,-5.5006963e-06,151.99908088235293,-46.656376,2348.6316,94.508804,851.89087,10.225212,272.18152,30.305376,180.29597,11.536867,99.71176,9.140839,75.48443,3.7049901,47.29635,5.7108665,51.20645,-2.835339,52.50508,2.4427013,42.57863,-6.0703325,46.413044,-1.2972574,48.97581,-0.259837,44.960144,1.1173131,35.896927,-7.2677083,34.058945,-2.6174545,33.710106,-3.2641802,37.079147,1.4216322,30.953274,-2.6188643,31.7574,-0.54249215,38.180733
Queen - Don't Stop Me Now (Official Video).mp3,0.4620779,0.07938625,0.11191751,0.000894336,2595.2709453529824,551773.2387895965,2438.016925867298,107472.28670238456,5084.502588041796,1724042.3198408782,0.11996185964106038,0.0032846330223792017,5.255246e-07,0.0061759925,-4.6962803e-05,-4.6962803e-05,103.359375,-110.10708,1451.3525,69.54853,661.54596,-16.932596,365.72476,40.48999,155.46638,11.024425,80.12956,19.829393,96.735664,11.591345,89.79915,15.585375,53.44315,-3.0555885,49.675915,12.317148,75.90061,-2.7018335,56.69065,8.4629755,61.984833,1.6720119,58.75381,3.9279683,56.76664,1.2199495,49.762054,0.1858126,46.996586,-5.848951,60.503338,-0.7544757,57.34783,-4.4554615,62.78337,0.0843418,59.040745
Queen - Under Pressure (Official Video).mp3,0.43639672,0.08226945,0.0829671,0.00096382835,2090.0360675640613,529430.1469681985,2207.9670124980075,141044.28309044868,4345.032059518914,1814389.2318595194,0.09886145813177244,0.003087529770530121,-8.5668177e-07,0.0032189589,-4.0732037e-05,-4.0732037e-05,112.34714673913044,-137.63335,3047.7346,101.734726,761.4303,-15.570881,239.25053,38.736656,151.65414,3.964936,95.9572,15.812993,54.47181,1.642399,68.68855,9.506874,42.727844,-4.0060344,46.16985,7.042581,53.252987,-2.0541487,48.473747,3.9098532,38.259228,0.18817359,36.25639,4.898858,39.996143,-0.95992213,38.019787,3.5598292,41.734497,-1.1823733,37.001373,0.40281126,31.107313,-3.4102478,38.31414,0.17130727,43.444836
Rick Astley - Never Gonna Give You Up (Official Music Video).mp3,0.3827667,0.08162984,0.16652371,0.0010536676,2902.6618811110266,254151.81048712882,2607.602617790081,53208.783502536106,5893.3476970660795,836289.1208398421,0.16025715641931115,0.002660752786341728,-5.453372e-06,0.012406176,-4.99464e-05,-4.99464e-05,112.34714673913044,-19.786816,730.7576,69.87044,251.6262,-15.157713,323.60834,18.645224,152.11967,-2.3831484,110.4548,1.0393364,95.42004,-6.141626,72.24479,2.717324,63.30043,-12.772474,56.739147,-0.66037667,67.77222,-2.8741393,47.062878,-2.0602245,42.463776,-4.461011,44.19328,4.4416027,50.404617,-6.777585,39.22398,2.7632673,39.93522,-5.230066,35.62664,-1.8687162,41.903275,-6.5427346,39.381523,0.72714794,47.299137
Robert Grace - Casper (OFFICIAL LYRIC VIDEO).mp3,0.3673252,0.08827052,0.16463473,0.00935574,2317.5151608323026,707064.1120052362,2425.109565947852,290742.55721356976,4889.487100607102,3341853.4746940616,0.10472385654508513,0.0035116624826840095,-1.04098994e-07,0.013183692,0.00035988228,0.00035988228,86.1328125,-79.16694,2485.4055,95.0865,1158.5096,-7.5205956,686.2138,26.96504,221.91895,3.6904542,158.68346,-2.3593233,131.88687,-2.9799025,109.263916,-1.4302913,127.90801,-5.166859,96.612595,-2.2193725,101.80615,-5.620696,73.276184,-0.00928906,70.78825,-6.0151744,65.669556,-1.4835937,62.812508,-6.5220723,79.87921,-2.1121342,57.99189,-7.069446,66.350426,-5.1085896,91.42069,-7.2306666,57.243286,-0.35933632,66.878044
Rockwell - Somebody's Watching Me (Lyrics).mp3,0.36359513,0.0940489,0.14446229,0.008553372,2349.2931770267624,524542.0527537185,2359.366010292608,254824.08387669138,4872.245538197803,2589344.443068236,0.1112514058871904,0.0026593446555316933,-3.0119313e-08,0.0074355667,-4.170198e-05,-4.170198e-05,123.046875,-111.82294,3878.3577,90.38426,901.2506,-21.800291,553.293,22.68809,347.4836,0.6882344,238.28096,19.917797,185.74487,-0.49371812,117.57056,6.037594,90.512856,-1.9686508,108.20477,0.030748207,115.25789,3.0098212,97.900635,1.3837532,107.46379,1.7720569,88.45792,-3.3905463,73.71996,-4.019597,100.246284,-4.7817025,78.40206,-4.6609206,89.59367,0.10670205,83.45646,-4.9894896,85.26844,-2.9295213,159.365
Sabrina Carpenter - Can't Blame a Girl for Trying (Official Video).mp3,0.31566185,0.082506664,0.16649005,0.00036536407,2045.9968717951542,438458.9328750739,2447.3154079055366,211310.27240596822,4712.138173011804,2536655.103961169,0.07791147143479102,0.0009484327839304097,-2.5365496e-05,0.020134442,-0.000273785,-0.000273785,143.5546875,-93.0221,1345.6146,100.59149,668.8971,17.225262,260.28937,31.287472,184.62674,2.0426981,142.08014,14.952727,136.3924,7.032583,144.02568,3.514715,92.8431,-1.0735269,109.17576,4.0503583,82.90664,-5.6740985,79.01661,7.083193,78.78319,-3.1742084,57.60587,2.3720295,96.75791,-2.1080391,61.852505,2.0511992,70.681046,2.237971,95.86605,6.3186536,73.04779,2.62948,83.58312,0.2782608,81.62114
Sabrina Carpenter - Skin.mp3,0.3118683,0.08763721,0.15233895,0.00083786057,2312.6801084338445,252678.10589012285,2544.363183229459,89863.3644048836,4845.712365306937,1176635.7291436424,0.09248848079527863,0.0011891314806466175,-6.3199845e-06,0.016372664,-5.796968e-06,-5.796968e-06,107.666015625,-77.90658,937.5622,91.70126,336.37314,-6.1176834,216.7851,14.330211,173.4689,1.2882506,93.71653,6.3342185,140.89853,9.804784,77.21731,-0.18792094,74.9803,8.263787,87.09801,10.621722,76.93675,-9.791653,66.430756,7.783964,51.77657,-5.5835814,65.71393,3.7541807,76.111046,4.584375,85.61362,8.2902155,70.04817,2.4554856,64.581406,9.009781,71.8082,-3.6965144,81.21933,-0.53869194,65.757065
Selena Gomez - Dance Again (Performance Video).mp3,0.44103348,0.089633785,0.20277664,0.006380977,2393.4736740242806,971898.5400966618,2716.6053988058616,288810.5048701663,5473.750234314532,4214416.274348631,0.07365488341718267,0.0031279264663114045,-6.4675754e-05,0.020638004,0.00018800206,0.00018800206,112.34714673913044,-98.87912,4191.267,83.0762,1301.4187,19.196156,621.02295,29.722755,350.7406,12.31482,192.45883,14.798417,174.03722,7.058184,160.55064,7.995173,163.04114,8.475398,103.26995,13.97488,87.94938,-2.147719,84.45255,5.325239,69.84667,-3.8724146,82.763565,2.057028,96.520546,-3.1195602,43.322678,3.6245427,62.677773,-1.4109926,59.161148,6.507108,53.65191,-0.35662535,79.80435,7.736026,96.1549
Selena Gomez - Lose You To Love Me (Official Music Video).mp3,0.34116983,0.087614164,0.2568288,0.0071579413,2222.775173333145,663786.0611077048,2634.4713238731592,326820.92753084615,5189.910283989212,4261073.492795625,0.07886838174825851,0.002203036452423162,-3.1243264e-06,0.056583032,-0.000110041205,-0.000110041205,112.34714673913044,-64.68456,1334.3529,99.914314,903.39215,17.7807,286.22754,28.969143,192.36569,9.914199,109.98396,6.6394415,115.90026,10.350847,70.49124,1.1410257,106.98136,1.5890739,60.409847,15.909065,113.24861,-4.733536,106.134026,10.727612,71.50517,-9.456162,101.802124,4.8523865,53.88886,-6.81447,57.752472,0.5393866,62.02045,5.796633,61.111008,8.876852,48.491333,5.2209992,71.42109,12.26843,117.58025
Selena Gomez - Rare (Official Music Video).mp3,0.43673465,0.08828686,0.29724324,0.010932391,2238.8814832946664,479820.1190367885,2687.5743063509726,206557.72890837322,5161.618788397349,3119227.16263946,0.07293682275541796,0.001937888850978746,-3.0321038e-05,0.054349612,0.00022292862,0.00022292862,117.45383522727273,-41.165344,3066.9817,97.5515,679.3543,12.6257925,521.8691,15.884771,208.07692,4.6568365,155.83147,11.728266,134.17395,10.2216015,106.886444,1.1339414,120.99471,6.76312,75.12703,4.7302046,62.790405,-3.7546194,70.08197,4.000236,68.72547,-0.47649333,57.9168,2.7188735,65.12009,-1.6636071,51.55805,4.750462,71.37099,1.929984,78.68005,4.489926,67.748,-2.389719,86.356094,5.76995,96.732025
Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song).mp3,0.4204265,0.08938808,0.113464735,0.0010815369,2222.0811957126543,537703.9928199886,2520.327941694739,193146.9013022404,4902.28702320772,2646177.6869210135,0.07677617973587461,0.0019087119832971859,-3.3745478e-06,0.007385678,0.00013014712,0.00013014712,99.38401442307692,-144.49956,3278.363,86.47891,637.3243,5.7997727,522.7795,34.902927,277.42374,9.019794,115.255745,6.9775596,230.17476,10.609262,150.28261,10.929736,81.28027,2.0953436,82.788,17.172344,81.734726,2.3143053,60.998653,8.804359,62.789753,4.9618645,61.124058,2.5930474,52.868404,-4.24224,53.237602,0.37004846,36.81035,-2.818108,46.482643,4.325204,55.731598,-0.5499335,102.37038,6.7641935,98.00883
