music_name~~~music_valence~~~music_arousal
a-ha - Take On Me (Official Video) [Remastered in 4K].mp3~~~0.351~~~0.181
Abba - Dancing Queen (Official Music Video Remastered).mp3~~~0.275~~~0.199
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight).mp3~~~0.08~~~0.158
Abba - Mamma Mia (Official Music Video).mp3~~~0.139~~~0.199
ABBA - Take A Chance On Me (Official Lyric Video).mp3~~~0.233~~~0.205
AC_DC - Highway to Hell (Live At River Plate, December 2009).mp3~~~0.374~~~0.196
Adele - Rolling in the Deep (Official Music Video).mp3~~~0.063~~~0.168
Alan Walker - Faded.mp3~~~0.23~~~0.18
Amar Pelos Dois.mp3~~~-0.101~~~0.103
Avicii - Hey Brother (Lyric).mp3~~~0.2~~~0.195
Baby One More Time - Britney Spears (Lyrics).mp3~~~0.283~~~0.153
Beyoncé - Halo.mp3~~~0.021~~~0.161
Bon Jovi - It's My Life (Official Music Video).mp3~~~0.274~~~0.191
Britney Spears - Perfume (Official Video).mp3~~~0.263~~~0.128
Bruno Mars - Talking To The Moon (Official Lyric Video).mp3~~~-0.089~~~0.151
Bruno Mars - The Lazy Song (Official Music Video).mp3~~~0.34~~~0.187
Camila Cabello - Should've Said It (Audio).mp3~~~0.085~~~0.18
Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video].mp3~~~0.054~~~0.148
Christina Perri - A Thousand Years [Official Music Video].mp3~~~0.113~~~0.138
Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video].mp3~~~0.212~~~0.179
Conan Gray - Heather.mp3~~~-0.064~~~0.169
David Guetta - This One's For You (Lyrics) ft. Zara Larsson.mp3~~~0.086~~~0.185
DJ Snake - Let Me Love You ft. Justin Bieber.mp3~~~0.293~~~0.126
Dua Lipa - Levitating Featuring DaBaby (Official Music Video).mp3~~~0.32~~~0.213
Duncan Laurence - Arcade (Lyrics) ft. FLETCHER.mp3~~~-0.05~~~0.149
Duran Duran - Hungry like the Wolf (Official Music Video).mp3~~~0.197~~~0.192
Ed Sheeran - Perfect (Lyrics).mp3~~~0.149~~~0.131
Evanescence - Bring Me To Life (Official Music Video).mp3~~~0.04~~~0.143
Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign.mp3~~~0.217~~~0.176
Foreigner - I Want To Know What Love Is (Official Music Video).mp3~~~0.1~~~0.12
Guns N' Roses - Sweet Child O' Mine (Official Music Video).mp3~~~0.29~~~0.145
Harry Styles - As It Was (Official Video).mp3~~~0.075~~~0.164
Imagine Dragons - Believer (Official Music Video).mp3~~~0.11~~~0.204
In The End [Official HD Music Video] - Linkin Park.mp3~~~0.228~~~0.193
Its OK LIVE - Nightbirde.mp3~~~-0.143~~~0.106
