filename,length,chroma_sftf_mean,chroma_sftf_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Loreen - Tattoo (Official Lyric Video).mp3,3307500,0.31353065,0.08722459,0.20272534,0.0071822023,2198.340369021244,631517.3337544423,2456.5375101039995,497353.0785755109,5054.624435377564,4291326.750408787,0.08575586844523994,0.0019089856431446493,-6.6978845e-07,0.031676985,4.4712735e-05,4.4712735e-05,151.99908088235293,-73.35132,6478.7896,106.58477,1407.7084,-0.74944746,473.57852,14.100386,187.46896,6.405707,149.30664,4.7323256,179.16171,4.3123713,101.06697,2.3304777,125.989204,-0.6994844,76.13131,2.9171026,109.79287,-9.79926,88.237625,3.2955327,94.97116,-8.089071,92.0355,7.2798195,132.09773,-2.5374568,96.59371,4.0136805,96.71896,-1.9621462,89.726,-1.108076,90.587135,-3.4448729,74.66378,1.4503325,85.74289
Madonna - Into The Groove (Official Video).mp3,3307500,0.4303132,0.08153779,0.1310461,0.002649107,2991.3605955554317,478221.70173816534,2652.5667181065714,163060.82227379121,5863.159546276364,1775708.4583667358,0.16617238898026315,0.003952516348252802,7.5466032e-06,0.008362992,-5.6047247e-05,-5.6047247e-05,117.45383522727273,-74.21971,6151.982,61.453434,670.1769,-9.670431,285.16504,31.10379,176.18642,2.8275487,153.30586,8.886919,154.57803,6.5362206,101.18435,-1.4798647,98.52009,6.3541794,73.06035,2.3033674,80.650215,-0.96833843,50.17502,5.14643,62.154514,-3.4198332,71.190384,1.4889913,61.551807,-3.1557727,72.48648,-0.8108007,75.7605,1.1441364,72.4958,4.544751,81.58492,0.02155518,95.60724,4.382202,95.6874
Madonna - Material Girl (Lyrics).mp3,3307500,0.4398889,0.082294755,0.17593706,0.0050392635,2802.796005861965,603145.713600832,2613.5464294455783,163585.78216164868,5700.435530246226,2378918.8100198484,0.15468281370936532,0.005334437307003244,-6.194116e-07,0.009686071,-4.227755e-05,-4.227755e-05,135.99917763157896,-44.512714,5512.1313,74.92015,733.3651,-5.4045286,509.79044,24.910545,219.25359,0.3253013,135.40137,9.128605,200.79819,2.3007207,90.99513,4.1002145,82.23462,1.1379776,114.17052,0.36395216,54.887527,-3.0943015,57.42666,1.3049587,50.828697,-3.6414447,48.60551,0.9237751,49.57803,-4.1254034,50.33529,2.0299702,62.31431,-3.6336195,69.201,1.5042322,68.48272,-4.2926555,62.37301,1.6069992,64.18772
Mahmood - Soldi - Italy 🇮🇹 - Official Music Video - Eurovision 2019.mp3,3307500,0.41511282,0.097873345,0.20685071,0.018365186,2276.5829181127424,804203.3807144276,2640.9641285472035,238630.95322555085,5310.761219886804,3760294.840618931,0.07101892052051084,0.003820213691432917,-5.265031e-05,0.036849733,7.482273e-05,7.482273e-05,95.703125,-112.47961,4727.338,86.95364,861.6743,15.124823,378.41974,23.895802,322.49332,6.7830596,232.33545,13.989006,103.00414,-1.5742803,103.64859,5.005206,112.038025,-3.425868,115.664375,5.5709167,98.099495,-2.7394392,99.82366,6.2876673,86.84472,0.2686156,90.13789,2.0605054,65.96193,-1.2313533,77.85702,3.4225233,48.516293,-4.7313995,54.837646,2.958143,55.879246,1.6715343,65.14673,1.1585594,71.548935
Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars.mp3,3307500,0.46381056,0.09357401,0.16066664,0.01084369,2781.060590726155,918128.6161470725,2555.550818237216,144349.08574097598,5568.67966028928,2461520.520332123,0.14724559488680342,0.008699675998793186,-4.147487e-06,0.009978975,0.00025339975,0.00025339975,117.45383522727273,-92.2021,11600.81,68.34377,1187.5299,-12.014055,737.00806,14.772823,345.73776,0.013842131,271.94714,13.579867,187.99411,-1.0964714,175.95888,5.0623283,147.16896,0.9087475,107.17576,4.3445916,94.84724,4.6170416,111.729866,5.589938,92.09093,-0.18164176,92.66032,4.965074,72.38508,-1.0840373,61.407608,1.5510712,62.676895,-3.5833528,70.41191,2.4546478,68.16283,-2.8691611,62.405487,4.4193983,103.259605
Maroon 5 - Middle Ground (Official Music Video).mp3,3307500,0.28944948,0.09022291,0.24748366,0.010401182,1712.2587650343332,373215.3916385116,2199.955203825146,227322.63410252926,3682.296066992792,2350802.8624446755,0.06738644059597523,0.001199455882866082,-6.9380724e-07,0.05475884,-2.2297441e-05,-2.2297441e-05,151.99908088235293,-89.81256,4685.881,117.05474,561.2228,3.0419354,304.13815,21.083103,338.82492,1.4710681,160.54887,12.481931,153.09007,-0.09152522,115.46593,-4.846226,164.71103,3.1687107,106.16338,-2.6623847,112.696175,2.365444,106.60793,-2.064238,81.7313,-4.402757,90.643105,-4.9380283,80.95486,-6.359202,74.202484,-1.4315357,66.41719,-9.649235,88.69476,4.446521,107.11842,-4.840082,118.01776,-0.45963168,104.72105
Maroon 5 - Sugar (Lyrics).mp3,3307500,0.35189596,0.09797971,0.20159867,0.010397028,2365.475426147657,875707.1185628304,2525.139372766729,254668.83639040406,5121.867362102119,3470542.6343550934,0.09764362724941951,0.0042248879675827284,-1.0111632e-06,0.023560552,7.975707e-06,7.975707e-06,117.45383522727273,-82.909424,6614.9746,87.704346,1288.042,11.208321,329.68372,27.524517,379.1357,4.6918607,168.79773,7.733988,119.79512,-5.579454,126.71515,1.6396052,115.62521,-4.137557,97.39363,0.73223895,84.23296,-2.6055946,69.72782,0.92446464,76.55278,-0.18015409,90.63784,-3.972516,89.8327,-4.8467803,69.3935,-2.8949714,74.13684,-9.319384,65.2077,1.1395628,52.82591,-2.8676996,57.684853,0.04491645,58.302742
Michael Bublé - Home [Official Music Video].mp3,3307500,0.30420598,0.08929132,0.09684274,0.001848843,1426.225868662746,495089.2753903615,1992.2033506015018,238233.54987091405,2809.893008961397,2631256.167556109,0.0544364055243808,0.0023660195386735754,2.677874e-06,0.0075476733,1.581129e-06,1.581129e-06,129.19921875,-199.25519,5860.997,133.0763,982.17694,9.900529,333.03467,24.30847,158.0403,12.883228,129.9273,6.8927183,90.69247,0.64793706,102.63517,0.60609084,70.79088,-5.840479,85.554214,2.0618544,73.42874,-4.8511944,71.55551,3.5001059,51.411224,-3.5372043,57.46009,-4.236008,55.072464,-2.2088346,55.587917,-1.2741486,53.703987,-4.7616367,45.735207,1.4448202,54.002014,-4.9639516,53.088768,0.22963394,55.624886
Michael Jackson - Thriller (lyrics).mp3,3307500,0.4320925,0.082847856,0.21524976,0.0068401527,2916.6863924403124,650802.7114869525,2881.746136202515,148393.59763170677,6457.245953917134,2457377.5410002223,0.1293596108262384,0.004456271068198508,-8.308798e-06,0.021523325,-1.3772401e-05,-1.3772401e-05,117.45383522727273,-30.581247,3794.5908,76.937386,819.2347,11.528491,477.16373,10.44261,285.9358,-0.9489542,138.08768,5.8920846,149.26614,-4.0551558,119.64666,0.76405364,115.348526,-4.5519605,88.80561,5.194996,94.528755,-4.609445,81.903946,2.2449698,66.71392,-2.7085524,60.683514,1.8627316,53.212578,-1.2660673,53.55418,0.9589265,49.040657,-1.2245038,50.441223,1.5050199,47.58612,-3.1545324,50.462917,4.2414627,45.886456
Miley Cyrus - Flowers (Official Video).mp3,3307500,0.37731177,0.09500121,0.2749441,0.014432443,1886.5704670539817,603049.963619512,2261.6161565365173,304484.4692837848,4088.908608262384,3117245.9419887615,0.06962444671536377,0.0019861002699563196,-1.1342173e-06,0.039570358,-1.812634e-05,-1.812634e-05,117.45383522727273,-80.863335,10508.009,104.54024,1097.2139,8.007044,602.0152,26.426918,411.51318,6.581986,213.77574,13.967248,226.00832,2.7995384,162.76215,6.2995563,140.50797,1.3400913,101.440384,8.63859,144.8551,-5.2022834,109.876236,5.3970957,83.66016,-3.9383626,88.704735,2.4873474,69.79541,-5.9610972,71.74658,0.2101349,64.36637,-6.3820324,67.930244,-3.4654462,64.53193,-7.005857,70.22174,0.7931887,74.53263
Måneskin - Beggin’ (Official Video).mp3,3307500,0.37319,0.09170267,0.25055218,0.01049767,2273.821622422,477474.7465286508,2403.6617592749126,198233.69452800188,4740.001337860391,2186010.229010497,0.09254834437886997,0.0021211947881643782,-2.1536632e-06,0.031638373,-0.0005738787,-0.0005738787,135.99917763157896,-58.102264,7452.665,83.934555,1029.8419,-9.060307,941.7697,37.604393,528.1327,5.7228713,296.00296,-0.88558483,338.52762,3.0267112,199.68062,-0.63159454,150.3014,-1.6210277,138.8372,2.2759538,123.6314,-3.264288,74.15431,3.532335,87.59786,-7.6302576,86.448364,3.8628464,72.59183,-7.3371277,84.424965,-1.7229477,52.404774,-6.265676,68.32854,-0.017626423,54.484955,-7.6016736,46.636726,-4.7062945,78.838875
Numb (Official Music Video) [4K UPGRADE] – Linkin Park.mp3,3307500,0.37715295,0.08269717,0.2679847,0.00627383,2500.3945177981686,490571.0760217205,2493.7511596126774,183067.502544772,5154.018834353232,1977205.1429830424,0.11254467093169504,0.002599159207201364,-3.4691566e-05,0.048526544,-0.00025894775,-0.00025894775,112.34714673913044,-12.954525,7776.55,82.702705,706.8629,-8.590672,318.46936,23.031187,172.06432,3.6610355,139.55844,7.4534526,110.70824,-0.56683993,133.54913,7.301911,56.745686,3.098353,71.77018,6.887731,76.186615,2.0913227,66.87516,5.527847,67.3004,0.94389296,54.969494,4.4626226,58.29197,-1.7636232,49.54171,3.1796308,40.869583,-1.2710004,46.35887,6.27899,48.41637,3.0308914,48.886528,6.3584824,51.2554
Olivia Rodrigo – drivers license (Lyrics).mp3,3307500,0.28037897,0.09112778,0.1607656,0.009539274,1556.9168926313293,883508.8214900347,1895.416955206211,489339.629555576,3018.5517472305532,4069247.247255098,0.06853820989744581,0.003005591171199089,-3.1055038e-06,0.020374872,-2.9294239e-05,-2.9294239e-05,143.5546875,-166.09857,10145.413,124.91788,1524.2623,6.865778,863.3267,17.427896,358.69562,7.008428,242.60928,1.4942789,265.23944,7.457405,174.19875,-2.947985,144.35892,-1.6802773,124.784386,-0.94800395,113.59563,-11.158506,100.53736,-2.7023785,110.37295,-5.274508,119.45501,4.4443717,98.74321,-1.5374359,116.39004,2.3948443,116.15975,-3.202299,154.67532,-2.3965378,85.50614,-5.7049828,100.4631,-1.92266,136.5092
One Direction - Story of My Life.mp3,3307500,0.3392475,0.08720275,0.16082129,0.00887088,1911.1886045440092,1161544.8038843046,2397.6932578084393,356890.81210831023,4101.080201329092,5636482.628968025,0.07814737325851394,0.005809426102370731,-3.2666784e-07,0.01842563,-7.790524e-06,-7.790524e-06,123.046875,-131.98131,11166.697,116.08512,1265.198,20.771454,370.5777,11.51332,232.06378,13.0321665,149.05222,7.147235,113.35797,-5.16539,101.19007,1.0196695,113.85195,-8.265733,110.05386,0.81152165,97.37715,-4.0823827,74.205505,1.6748313,72.01209,-5.3610635,52.593895,-2.2786505,72.17327,-6.490692,63.235497,-5.8735967,52.798985,-6.9582696,59.56641,-3.0211806,76.21863,-8.142309,62.430344,-3.351878,59.922573
OneRepublic - Counting Stars.mp3,3307500,0.37691194,0.08877655,0.13143957,0.0028863326,2237.94042250193,693703.4501427556,2539.3977358855723,198433.93815957164,5007.531386809453,2863690.6560123945,0.08621149683146284,0.0030165399503974807,1.6681524e-05,0.009157751,-5.464514e-06,-5.464514e-06,123.046875,-114.32964,6018.0,94.10548,974.061,9.593619,331.8438,28.52966,190.54826,4.106179,135.04579,11.143232,141.51501,3.8852174,82.62564,2.4273086,124.187355,-6.3691225,115.440445,6.067231,89.05639,-3.9103708,96.696236,3.0542605,67.05379,-4.8531036,68.566154,0.9150774,81.14927,0.07070539,58.597027,-1.238241,55.73293,-3.9396224,50.78361,2.0470507,66.5388,-4.2821016,75.96162,1.2764833,61.75218
Os Quatro e Meia - A Terra Gira.mp3,3307500,0.36272058,0.09017382,0.18571226,0.006838605,1840.962112969367,671675.0764309879,2315.042716503648,294211.85205236945,4055.0271464722814,3557091.1573244403,0.06135140528250774,0.0016453246256578182,-1.9590739e-06,0.027688196,-2.9377947e-05,-2.9377947e-05,103.359375,-131.11456,12359.478,95.891235,963.00397,11.220847,416.67728,34.301228,375.921,13.929831,378.45395,12.147189,124.442154,7.1445494,104.39991,10.411305,95.20984,-1.0425506,130.79535,4.224722,101.060196,-3.6563346,107.86309,-1.9011353,171.96416,-1.1260072,110.37363,-1.0515814,110.173485,-4.038598,110.10729,2.4181561,103.59281,-7.08147,74.72927,1.0407556,61.242046,-4.1991677,57.4598,-3.8696232,68.01906
P!nk - Just Give Me A Reason ft. Nate Ruess.mp3,3307500,0.36513317,0.08944253,0.14536254,0.008912534,1788.1031714246635,665851.6512354865,2166.0295013896075,387167.105739628,3709.4492361346265,3753549.3048283975,0.07562939906636997,0.0024374388843741374,9.522333e-06,0.014399616,-2.841466e-05,-2.841466e-05,95.703125,-143.91263,12999.341,118.96547,943.8296,1.116839,478.74576,16.977343,275.22818,8.884564,188.04718,2.3363822,164.60205,10.166835,134.83308,3.2170992,157.72102,-1.8355299,73.044846,3.7218127,129.63734,-7.9120235,75.08765,2.0902922,78.36678,-4.549023,83.49727,2.6991515,81.54003,-3.7970397,71.067665,-1.568119,77.04609,-3.209306,61.166588,3.278953,83.38911,-1.9261688,81.90239,0.8704413,73.34993
Panic! At The Disco - High Hopes (Official Video).mp3,3307500,0.38625422,0.08484045,0.25962546,0.0077003893,2934.527485472178,988551.8494203025,2753.926886876136,260663.48541059528,6227.975673616486,3849065.725911555,0.1519971156636997,0.007127625372607061,1.1128271e-06,0.0350524,3.1356074e-05,3.1356074e-05,161.4990234375,3.4248555,4993.003,77.216324,1393.2799,-8.735974,448.52805,4.687277,242.72806,1.7356029,175.40508,1.8626711,108.307434,-4.208188,109.54721,-1.9344983,95.31965,-1.3196253,75.47515,0.99305993,68.267456,-1.0575584,60.708893,1.008376,53.446518,-4.0541515,58.5027,0.46151134,54.52739,-3.4836228,51.46946,5.5577416,60.976944,-4.644433,62.792747,3.2648978,60.827602,-1.9721617,55.632816,-1.186656,61.206078
Passenger _ Let Her Go (Official Video).mp3,3307500,0.32947502,0.091963395,0.18224148,0.00933204,1946.9973022121048,1160037.4120475317,2292.0426232949944,506376.9738446362,4185.511357452109,5410068.98723038,0.07181596785506966,0.004006571835364076,-4.857102e-06,0.023201356,4.310225e-05,4.310225e-05,151.99908088235293,-128.50284,12206.494,103.98386,1556.0597,15.876176,426.5593,25.26637,291.21603,9.824977,145.82738,6.3697996,128.82845,1.3128773,104.77643,0.8790671,114.37748,-3.2098727,87.63686,-1.0695575,86.79329,-8.7999115,107.5652,-6.13259,97.336075,-5.374945,87.657845,-2.9896333,79.880165,-8.481004,59.38092,-4.6776705,70.01937,-6.027238,54.879723,-0.6353786,50.91714,-4.7962914,60.431007,-2.1173732,55.66406
Queen - Don't Stop Me Now (Official Video).mp3,3307500,0.43426833,0.08635447,0.098982945,0.0020570208,2640.218060616699,672108.3051887967,2367.53930141515,137058.6277400003,5014.9213421234035,1977891.2775712046,0.13736251027960528,0.005287957117944855,-1.1352977e-06,0.0051807812,-2.8713084e-05,-2.8713084e-05,103.359375,-131.08957,6530.053,69.5197,989.4865,-23.3045,496.8539,32.993515,278.1916,5.5208483,135.0656,12.89238,218.91515,9.243223,141.24586,10.377245,121.99091,-4.573454,104.71847,9.522435,106.260994,-4.0261564,117.22463,5.8302717,79.80337,-1.4999528,97.08819,1.5011995,63.59113,-0.020055056,65.16947,-0.5656632,77.804695,-6.660167,99.55131,-1.5195444,79.70233,-4.981863,79.602005,-0.45315152,79.23331
Queen - Under Pressure (Official Video).mp3,3307500,0.35217243,0.09579049,0.06291717,0.001479128,1981.2974657503305,825986.3264875906,2065.3305653572133,304944.58121737186,4004.6174512928114,2965215.065266922,0.09623071062306501,0.005105528305278654,-2.5909497e-07,0.002659988,-2.3100898e-05,-2.3100898e-05,112.34714673913044,-219.95644,18921.205,91.94396,1295.0685,-14.488404,509.5959,36.59275,263.87506,5.9336815,166.37025,13.960311,93.884964,-0.067512214,94.190544,8.354621,74.77675,-3.1402574,65.147194,5.2238836,72.7204,-2.9273984,65.89618,0.8063271,62.87127,-2.1900396,54.919067,2.4986222,60.463604,-1.3776665,52.989445,0.85311675,54.837414,-1.3761637,49.519325,-1.4461764,62.046944,-4.1848364,57.767536,-0.87132275,62.593838
Rick Astley - Never Gonna Give You Up (Official Music Video).mp3,3307500,0.4040169,0.084975205,0.13436003,0.0019373941,3000.036624793412,419978.8351861734,2682.62861729427,76460.68287375213,6156.704437917231,1133330.992638638,0.15804726804373065,0.003971112321397994,-2.3567175e-06,0.008111444,-2.1829072e-05,-2.1829072e-05,112.34714673913044,-54.71002,2610.5708,66.61361,495.74466,-5.0745344,401.99326,22.113161,216.76198,-4.6803536,140.62805,3.9361002,136.38673,-7.0887604,85.05376,4.3027325,77.45062,-10.04664,72.75885,2.3829477,79.00204,-3.0777192,59.030052,-2.220756,60.946774,-4.9468904,43.230442,3.1859968,58.01097,-6.864044,48.641216,2.080316,40.43334,-4.624507,40.932915,-1.2108498,46.092976,-5.627132,47.439888,-0.11160827,44.12884
Robert Grace - Casper (OFFICIAL LYRIC VIDEO).mp3,3307500,0.39095712,0.09010981,0.2130785,0.016869107,2397.9210651140443,734297.7693093353,2589.6246713138244,257326.46464917966,5279.418076081172,3542106.0554423765,0.10102108226102942,0.0037214985018196793,1.7550637e-06,0.025419673,0.00058420975,0.00058420975,172.265625,-62.4712,4334.5586,90.72949,1072.9248,2.4054122,556.0414,21.783295,247.83762,5.562976,174.26543,-0.77227634,160.90758,-4.2733064,113.80418,-0.34491998,136.57076,-3.1905077,104.57027,-1.0241472,107.04727,-5.6894608,83.91856,1.6727781,81.88071,-6.480536,84.428085,0.24476,71.32361,-2.6214345,78.889145,-2.4052331,69.35407,-5.4003453,62.141262,-1.6249464,73.59856,-6.1044736,60.21305,1.138258,63.526817
Rockwell - Somebody's Watching Me (Lyrics).mp3,3307500,0.35563508,0.09500734,0.1494289,0.009004555,2485.83402897302,498111.8444356013,2395.276527009576,220998.8315282032,5147.060543095733,2264186.130678008,0.1232055286135836,0.0032498965317790092,1.0190145e-06,0.008567575,-3.7740738e-05,-3.7740738e-05,123.046875,-111.20501,5559.99,83.12535,889.82336,-20.175781,671.8439,28.588617,419.02048,-3.7572925,243.64435,20.917406,191.61531,-1.7057115,134.15907,5.7411003,101.58946,-2.5647476,116.85544,-0.0048941504,122.58568,1.3195351,105.076256,-1.0947714,107.917206,-0.13523561,110.17436,-4.93065,96.478424,-2.6960237,105.59015,-2.5166678,97.4771,-1.1021606,138.52124,1.8955104,136.03761,-2.9698565,123.85819,-2.3092349,141.87831
Sabrina Carpenter - Can't Blame a Girl for Trying (Official Video).mp3,3307500,0.3225631,0.0868025,0.14114442,0.0016503476,1940.587073606943,546612.9389443083,2339.345525950062,256671.16239482252,4255.637600074981,2688385.773177535,0.0737692440257353,0.0015886202781844325,-3.3799602e-06,0.015114085,-9.8343e-06,-9.8343e-06,143.5546875,-136.11906,6853.322,99.56604,813.75714,10.589962,378.48337,36.524757,273.3593,11.498526,179.4142,11.977014,235.62051,12.690888,215.84953,-1.7220253,137.46709,-0.5458626,156.77283,3.490121,142.06165,-6.0243936,102.83628,6.3843365,128.88693,-6.1830235,96.907486,1.3506829,95.36102,-3.3780174,75.3336,-0.8859762,88.77545,-1.381142,100.37659,2.9999783,101.66107,-2.361536,111.961426,4.888487,117.950096
Sabrina Carpenter - Skin.mp3,3307500,0.27530694,0.089682944,0.122283615,0.0020129678,2183.0965267059237,654309.1921854069,2464.7678510357982,200528.96407211403,4569.605701552825,2680283.741839359,0.08439729767318112,0.003196665492538984,-8.6283e-08,0.012175278,-1.083692e-05,-1.083692e-05,135.99917763157896,-149.09824,8041.1724,95.434166,1075.3677,1.7530566,450.72644,16.031052,337.6619,-0.6769247,179.10777,0.07852606,286.22696,5.4522676,193.22418,-8.209178,218.75243,8.256728,158.17506,4.3569565,209.44992,-13.748307,123.87623,2.8236377,149.20111,-8.87532,108.81128,0.71994466,112.62814,-4.458543,177.82716,2.9776962,118.84296,-3.2141018,150.28516,5.6216884,136.50027,-3.5280428,136.53535,-0.12187205,116.04531
Selena Gomez - Dance Again (Performance Video).mp3,3307500,0.40644577,0.094059624,0.18434875,0.006628829,2393.0684304551214,1390654.5299450061,2662.146699644913,527337.7219143093,5440.045438122823,5951730.884874794,0.0815398697513545,0.005157271802232852,-6.8716356e-05,0.020282801,0.00014163794,0.00014163794,112.34714673913044,-120.39942,7563.0215,85.84477,2333.081,21.35581,607.8413,22.626074,382.4264,12.80603,209.12012,14.283218,195.28804,5.0929713,132.44954,5.716266,165.85048,7.7131395,116.82397,10.986792,118.559784,-2.6551278,98.03969,4.985398,75.71148,-3.174272,82.22019,2.1295488,91.00541,-3.826562,78.6525,5.1189823,93.39136,0.22825924,86.97661,8.094919,70.29265,1.5527027,85.12966,8.693895,130.67935
Selena Gomez - Lose You To Love Me (Official Music Video).mp3,3307500,0.33005062,0.09388888,0.17430711,0.006986292,2100.803810882166,1540663.9347048642,2433.570429371243,799733.0835688815,4776.641116304663,8010482.794886678,0.08148287841041021,0.00568695515535611,-9.849665e-07,0.028563028,-3.671982e-05,-3.671982e-05,103.359375,-141.00504,9012.935,106.63452,2081.1433,31.223965,582.87756,24.574072,303.9825,10.6901245,170.97408,4.545061,188.94385,10.44349,143.02112,-0.6541636,151.86856,0.96292144,97.56668,10.405669,142.57233,-6.5000834,129.96336,5.0378695,103.154274,-7.3435655,114.84342,2.9290714,70.65452,-4.520018,81.15808,0.8191695,79.757744,2.243516,99.84162,5.955486,98.617165,2.6213577,113.08653,10.636495,148.14857
Selena Gomez - Rare (Official Music Video).mp3,3307500,0.39630604,0.095828354,0.22955908,0.014583644,2081.4794882515184,906021.7463601963,2547.5867930846725,471638.27808425744,4741.167997472427,5441074.234593602,0.07050705664667183,0.0037646366119576725,-4.8033515e-05,0.036022227,5.840676e-05,5.840676e-05,117.45383522727273,-103.23055,9561.701,103.601585,1289.2211,19.053469,783.62366,15.185394,305.21793,3.948048,211.92157,7.51853,202.00063,9.953042,147.8932,-1.2804658,148.53232,4.886847,101.530846,1.1007543,99.113045,-6.071794,101.4519,0.054836553,72.43744,-2.2513235,83.973976,1.6966585,65.598015,-3.6715899,62.440006,1.3215802,74.35722,-1.9468303,116.021965,3.3430414,91.70695,-2.0588195,102.03394,4.5115232,113.33001
Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song).mp3,3307500,0.43952978,0.09114521,0.09855052,0.0017441312,2341.1531731934842,752516.3295400882,2432.43673353021,258629.6815457657,4948.220078790151,2960334.0074778344,0.09718331257256192,0.0044124937139021665,-9.412651e-06,0.00541466,7.340027e-05,7.340027e-05,99.38401442307692,-154.00049,4323.1777,82.706406,997.5308,-7.968498,955.6657,24.309875,366.27325,-0.4270919,324.32495,8.335481,304.0159,4.8400774,211.57996,8.200422,139.24358,1.3881067,181.76854,13.781973,113.308815,-0.24896164,90.02117,4.085962,88.102196,0.30500707,110.580864,1.3882054,65.49795,-4.229998,69.42203,1.5843073,76.49851,-0.5856007,77.86332,4.7094727,91.099495,-0.7665916,93.74625,3.6275866,120.120415
Shawn Mendes - It'll Be Okay.mp3,3307500,0.34581968,0.091105774,0.14064182,0.006755432,1807.4306979253558,1502177.1173003614,2303.444619737562,979218.3770885665,4153.024887226684,8711849.612789312,0.0635110294117647,0.005163051462460034,-8.661678e-07,0.0189758,2.4512141e-05,2.4512141e-05,151.99908088235293,-185.40761,10924.397,116.64342,2166.4604,37.583942,628.6395,15.298563,287.631,13.756572,166.37558,3.2922945,191.1406,-0.85266024,162.68452,-2.5250447,169.70445,-1.4126043,105.12709,-2.7979064,138.53914,3.3569558,67.73213,0.18410565,77.071175,-12.094062,110.94332,0.5141983,86.545006,-5.1740823,88.581566,-0.6816725,96.60875,-3.7449052,82.48332,-2.4706566,78.84129,-4.9049954,73.80661,-0.66445947,64.17562
"Shawn Mendes, Camila Cabello - Señorita.mp3",3307500,0.360619,0.09721802,0.23699526,0.009420657,2543.78117849634,1063872.675668827,2735.7524280435177,278844.93895998254,5738.015303006482,3741632.7777468287,0.0867641011996904,0.004029605657044793,-1.3710711e-05,0.0453851,3.5890338e-05,3.5890338e-05,117.45383522727273,-74.43538,5133.2935,78.264206,1151.6755,11.620303,562.9077,22.563303,363.4133,14.227699,215.82317,11.540027,152.54913,-0.2386545,145.25749,3.2710326,166.2801,4.4010487,93.25275,6.3080735,138.31459,-6.3198752,109.46001,4.522799,95.13474,-2.168513,79.690254,2.7499197,80.045586,-2.6970334,85.759445,1.8030297,108.604935,-7.231021,92.64369,-0.49987346,87.72936,-5.493657,75.01598,-0.49117193,73.20839
Starship - Nothing's Gonna Stop Us Now (Official Music Video) [HD].mp3,3307500,0.4109623,0.085859254,0.11475434,0.0012771649,2972.947799854676,643724.469370675,2879.502929085206,141830.72412828877,6487.875768702835,1650978.0866262834,0.12868939568014706,0.003679774007799846,-1.7771933e-08,0.008567662,-4.887622e-06,-4.887622e-06,95.703125,-105.17432,3601.2097,62.799595,655.2636,17.796297,457.05627,30.58739,206.15364,10.031953,114.874535,16.381168,106.97648,0.64811504,77.044235,11.710857,53.92499,-0.4703169,50.218563,10.372901,72.95521,-0.8176167,60.34281,4.8613076,46.12352,-5.069527,49.72934,1.3875308,60.319786,1.1630833,60.625996,1.252268,76.443665,-0.58359987,74.422966,3.649249,86.85357,-3.1378179,78.77017,3.626861,81.48459
Stephen Sanchez - Until I Found You (Official Music Video).mp3,3307500,0.31368053,0.08477889,0.25401103,0.006351335,1911.8405114104592,450181.94380100135,2050.261112742948,311295.95717427967,3931.5928928623257,2608860.6732241306,0.09015213815789473,0.0016011676241330956,-0.000216622,0.052376766,-0.00089331187,-0.00089331187,103.359375,-53.653793,6624.22,118.806755,1327.7892,-18.596458,623.6182,18.137047,262.34286,-2.434538,169.29742,-4.5260744,180.69638,-13.366538,167.89139,1.9238768,113.00642,-10.891774,165.63472,8.82001,184.33286,-14.559053,114.260544,2.051951,98.37796,-7.91289,93.981926,-6.267197,76.97139,-4.5643363,74.87468,-6.730223,83.139725,-4.8921294,66.25119,0.15951025,74.973694,-8.0079975,71.4195,2.1267827,69.26287
Taylor Swift - Blank Space.mp3,3307500,0.38397053,0.099222556,0.17959552,0.010691197,2685.634201376097,1113053.7127101552,2583.492136010544,281088.13593404123,5485.700162054954,3621656.2592144036,0.12042519773123066,0.006982515045356979,3.3987963e-05,0.016291294,-0.0002639626,-0.0002639626,95.703125,-106.03127,11496.119,70.525085,1385.7749,2.891351,644.8142,23.062943,371.1825,-2.1178284,217.45256,-1.4002495,308.77753,2.7072725,195.96721,1.3823665,186.35268,4.174904,148.10278,5.7305813,135.9626,-5.7634735,129.54771,2.0731688,108.61652,-4.5238466,107.623726,2.8526316,90.79611,-4.5650916,86.48149,1.2314378,113.06958,0.699506,117.96991,3.8050022,92.9965,3.2290027,106.74167,9.723169,135.9764
