listenedAt,rated_emotion,precipitaProb,tMin,tMax,sunrise,sunset,day_length,isWorkDay,cloud_pct,temp,feels_like,humidity,min_temp,max_temp,wind_speed,music_valence,music_arousal,idWeatherType = Clear sky,idWeatherType = Cloudy (High cloud),idWeatherType = Partly cloudy,idWeatherType = Sunny intervals,idWeatherType = Frost,idWeatherType = Rain and thunderstorms,idWeatherType = Intermittent ligth rain,idWeatherType = Light rain,idWeatherType = Intermittent rain,idWeatherType = Snow showers,idWeatherType = Cloudy,idWeatherType = Rain and snow,idWeatherType = Showers/rain,idWeatherType = Fog,idWeatherType = Snow,idWeatherType = No information,idWeatherType = Rain/showers,idWeatherType = Thunderstorms,idWeatherType = Hail,idWeatherType = Light showers/rain,idWeatherType = Showers and thunderstorms,idWeatherType = Heavy showers/rain,idWeatherType = Cloudy ,idWeatherType = Mist,idWeatherType = Intermittent heavy rain,idWeatherType = Heavy rain/showers,idWeatherType = Drizzle,idWeatherType = Convective clouds,classWindSpeed = Moderate,classWindSpeed = Weak,classWindSpeed = Strong,classWindSpeed = Very,classPrecInt = No precipitation,classPrecInt = Strong,classPrecInt = Moderate,classPrecInt = Weak,timeOfDay = Afternoon,timeOfDay = Evening,timeOfDay = Morning,timeOfDay = Night,timeOfDay = Early Morning,initial_emotion = angry,initial_emotion = fear,initial_emotion = happy,initial_emotion = neutral,initial_emotion = sad,initial_emotion = surprise,initial_emotion = disgust,valence_last_emotion,arousal_last_emotion,valence_initial_emotion,arousal_initial_emotion
0.444,0.09|0.125,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.49,0.518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.36,0.7,0.492,0.509
0.444,0.741|0.325,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.571,0.568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.854,0.581,0.492,0.509
0.444,0.127|0.251,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.556,0.538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.701,0.563,0.492,0.509
0.445,0.934|0.124,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.562,0.538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.901,0.532,0.492,0.509
0.446,-0.21|0.265,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.45,0.434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.279,0.736,0.492,0.509
0.447,0.178|0.234,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.427,0.494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.714,0.559,0.492,0.509
0.447,0.784|0.326,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.528,0.522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.665,0.601,0.492,0.509
0.447,-0.675|-0.215,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.458,0.498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.165,0.464,0.492,0.509
0.447,-0.851|-0.129,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.58,0.507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.242,0.474,0.492,0.509
0.448,-0.793|-0.149,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.511,0.478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.29,0.466,0.492,0.509
0.449,0.129|0.894,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.696,0.638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.546,0.724,0.492,0.509
0.449,-0.097|0.784,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.502,0.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.385,0.859,0.492,0.509
0.45,0.197|0.123,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.522,0.558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.713,0.531,0.492,0.509
0.45,0.217|0.924,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.6,0.614,0.79,20.0,25.0,0.021,0.581,0.511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.694,0.733,0.492,0.509
0.451,0.764|0.351,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.593,0.501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.688,0.589,0.492,0.509
0.451,0.745|0.216,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.646,0.605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.58,0.722,0.492,0.509
0.451,0.127|0.768,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.626,0.617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7,0.693,0.492,0.509
0.452,0.085|-0.122,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.529,0.519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.351,0.634,0.492,0.509
0.452,0.651|0.326,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.536,0.554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.498,0.749,0.492,0.509
0.453,-0.781|-0.219,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.546,0.503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.143,0.613,0.492,0.509
0.453,-0.836|-0.178,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.524,0.488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.13,0.572,0.492,0.509
0.453,0.967|0.823,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.616,0.587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.702,0.81,0.492,0.509
0.453,0.789|0.682,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.608,0.487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.689,0.671,0.492,0.509
0.454,0.923|0.951,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.626,0.554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.692,0.845,0.492,0.509
0.455,0.842|0.548,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.576,0.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.599,0.727,0.492,0.509
0.455,-0.913|-0.251,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.445,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.146,0.544,0.492,0.509
0.456,-0.873|-0.162,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.452,0.484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.114,0.628,0.492,0.509
0.456,0.126|0.218,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.683,0.574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.363,0.651,0.492,0.509
0.456,0.876|-0.213,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.388,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.559,0.611,0.492,0.509
0.456,0.678|0.351,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.604,0.606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.511,0.756,0.492,0.509
0.457,0.142|0.086,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.64,0.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.379,0.638,0.492,0.509
0.458,-0.876|-0.263,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.376,0.457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.23,0.453,0.492,0.509
0.458,-0.784|-0.159,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.454,0.488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.228,0.582,0.492,0.509
0.458,-0.692|-0.367,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.533,0.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.407,0.459,0.492,0.509
0.458,0.129|0.029,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.608,0.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.702,0.507,0.492,0.509
0.459,0.879|0.541,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.674,0.583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.879,0.638,0.492,0.509
0.46,0.148|0.645,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.65,0.612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.476,0.778,0.492,0.509
0.46,0.793|0.351,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.596,0.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.868,0.588,0.492,0.509
0.46,0.143|0.129,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.489,0.465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.37,0.656,0.492,0.509
0.461,0.761|0.265,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.626,0.613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.86,0.566,0.492,0.509
0.461,-0.792|-0.152,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.592,0.554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.465,0.465,0.492,0.509
0.462,0.685|0.265,0.0,0.514,0.714,0.212,0.838,0.626,1,0.0,0.614,0.614,0.77,21.0,24.0,0.021,0.612,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.508,0.731,0.492,0.509
0.472,0.731|0.359,0.0,0.514,0.714,0.212,0.838,0.626,1,0.59,0.643,0.657,0.75,21.0,28.0,0.037,0.596,0.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.673,0.76,0.787,0.525
0.374,-0.793|-0.267,0.0,0.514,0.686,0.212,0.838,0.626,1,0.75,0.543,0.557,0.97,17.0,21.0,0.014,0.548,0.552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.208,0.565,0.819,0.509
0.379,-0.702|-0.362,0.0,0.514,0.686,0.212,0.838,0.626,1,0.75,0.543,0.557,0.97,17.0,21.0,0.014,0.568,0.496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.159,0.57,0.206,0.79
0.381,0.961|0.658,0.0,0.514,0.686,0.212,0.838,0.626,1,0.4,0.571,0.571,0.95,19.0,22.0,0.036,0.641,0.585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.848,0.682,0.698,0.57
0.384,-0.762|-0.432,0.0,0.514,0.686,0.212,0.838,0.626,1,1.0,0.557,0.571,0.95,18.0,22.0,0.014,0.602,0.521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.14,0.431,0.261,0.553
0.387,0.681|0.416,0.0,0.514,0.686,0.212,0.838,0.626,1,1.0,0.557,0.571,0.95,18.0,22.0,0.014,0.633,0.542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.579,0.71,0.17,0.817
0.388,-0.594|-0.129,0.0,0.514,0.686,0.212,0.838,0.626,1,1.0,0.557,0.571,0.94,19.0,22.0,0.014,0.576,0.526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.191,0.495,0.185,0.563
0.401,0.699|0.341,0.0,0.514,0.686,0.212,0.838,0.626,1,1.0,0.557,0.557,0.94,19.0,19.0,0.014,0.554,0.521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.675,0.585,0.511,0.548
0.403,-0.683|0.541,0.0,0.514,0.686,0.212,0.838,0.626,1,1.0,0.557,0.557,0.94,19.0,19.0,0.014,0.497,0.506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.16,0.647,0.207,0.716
0.429,0.723|0.281,0.0,0.514,0.686,0.212,0.838,0.626,1,1.0,0.586,0.586,0.88,20.0,24.0,0.027,0.585,0.561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.85,0.57,0.375,0.796
0.541,0.689|0.461,0.0,0.5,0.671,0.212,0.839,0.626,1,0.4,0.643,0.643,0.66,21.0,28.0,0.055,0.558,0.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.503,0.748,0.365,0.559
0.548,0.716|0.261,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.643,0.657,0.68,22.0,27.0,0.06,0.676,0.647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.551,0.7,0.319,0.69
0.55,-0.782|-0.263,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.657,0.657,0.7,22.0,27.0,0.06,0.556,0.532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.135,0.447,0.452,0.558
0.674,0.127|0.193,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.657,0.657,0.68,22.0,29.0,0.071,0.612,0.546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.367,0.713,0.16,0.617
0.676,-0.183|0.2,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.657,0.657,0.68,22.0,29.0,0.071,0.572,0.511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.286,0.623,0.193,0.51
0.68,0.12|0.792,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.657,0.657,0.68,21.0,30.0,0.071,0.527,0.514,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.501,0.698,0.172,0.5
0.683,0.791|0.261,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.657,0.657,0.68,22.0,30.0,0.071,0.655,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.584,0.676,0.161,0.709
0.686,-0.512|-0.362,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.643,0.643,0.67,22.0,25.0,0.006,0.51,0.546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.203,0.437,0.28,0.51
0.69,0.794|0.269,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.643,0.643,0.67,22.0,25.0,0.006,0.67,0.606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.642,0.663,0.16,0.663
0.692,0.814|0.211,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.643,0.643,0.67,22.0,25.0,0.006,0.574,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.534,0.713,0.171,0.506
0.694,0.983|0.331,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.657,0.657,0.69,21.0,29.0,0.074,0.556,0.542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.586,0.613,0.16,0.502
0.698,0.216|0.192,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.657,0.657,0.69,21.0,29.0,0.074,0.618,0.588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.385,0.685,0.497,0.509
0.701,0.743|0.261,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.671,0.686,0.59,21.0,29.0,0.074,0.502,0.491,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.516,0.709,0.226,0.58
0.706,0.864|0.461,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.614,0.614,0.64,21.0,25.0,0.082,0.594,0.582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.561,0.77,0.16,0.822
0.726,0.623|0.428,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.643,0.64,21.0,29.0,0.082,0.525,0.552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.514,0.757,0.174,0.829
0.729,-0.791|-0.191,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.643,0.64,21.0,29.0,0.082,0.544,0.364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.184,0.541,0.18,0.821
0.731,0.693|0.127,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.64,21.0,29.0,0.082,0.652,0.592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.512,0.693,0.16,0.674
0.749,0.793|0.266,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.64,21.0,28.0,0.082,0.576,0.598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.529,0.732,0.298,0.745
