listenedAt,precipitaProb,tMin,tMax,sunrise,sunset,day_length,isWorkDay,cloud_pct,temp,feels_like,humidity,min_temp,max_temp,wind_speed,music_valence,music_arousal,initial_emotion_angry,initial_emotion_fear,initial_emotion_happy,initial_emotion_neutral,initial_emotion_sad,initial_emotion_surprise,last_emotion_angry,last_emotion_fear,last_emotion_happy,last_emotion_neutral,last_emotion_sad,last_emotion_surprise,rated_emotion_angry,rated_emotion_fear,rated_emotion_happy,rated_emotion_neutral,rated_emotion_sad,rated_emotion_surprise,idWeatherType_Cloudy (High cloud),idWeatherType_Partly cloudy,idWeatherType_Sunny intervals,classWindSpeed_Moderate,classWindSpeed_Weak,classPrecInt_No precipitation,timeOfDay_Afternoon,timeOfDay_Evening,timeOfDay_Morning,valence_initial_emotion,arousal_initial_emotion,valence_last_emotion,arousal_last_emotion
0.683,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.657,0.657,0.68,0.6,0.714,0.071,0.655,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.161,0.709,0.272,0.721
0.686,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.643,0.643,0.67,0.6,0.643,0.006,0.51,0.546,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0.28,0.51,0.162,0.555
0.69,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.643,0.643,0.67,0.6,0.643,0.006,0.67,0.606,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.16,0.663,0.387,0.691
0.692,0.0,0.5,0.671,0.212,0.839,0.626,1,0.1,0.643,0.643,0.67,0.6,0.643,0.006,0.574,0.54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.171,0.506,0.16,0.82
0.694,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.657,0.657,0.69,0.586,0.7,0.074,0.556,0.542,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.16,0.502,0.18,0.56
0.698,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.657,0.657,0.69,0.586,0.7,0.074,0.618,0.588,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0.497,0.509,0.161,0.773
0.701,0.0,0.5,0.671,0.212,0.839,0.626,1,0.08,0.671,0.686,0.59,0.586,0.7,0.074,0.502,0.491,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.226,0.58,0.161,0.788
0.706,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.614,0.614,0.64,0.586,0.643,0.082,0.594,0.582,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.16,0.822,0.191,0.81
0.707,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.614,0.614,0.64,0.586,0.643,0.082,0.594,0.582,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0.171,0.557,0.16,0.828
0.713,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.614,0.614,0.64,0.586,0.643,0.082,0.594,0.582,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.44,0.515,0.161,0.719
0.715,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.614,0.614,0.64,0.586,0.643,0.082,0.594,0.582,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.185,0.811,0.164,0.798
0.726,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.643,0.64,0.586,0.7,0.082,0.525,0.552,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.174,0.829,0.216,0.801
0.729,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.643,0.64,0.586,0.7,0.082,0.544,0.364,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0.18,0.821,0.263,0.677
0.731,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.64,0.586,0.7,0.082,0.652,0.592,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.16,0.674,0.178,0.823
0.749,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.64,0.586,0.686,0.082,0.576,0.598,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.298,0.745,0.161,0.831
0.751,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.64,0.586,0.686,0.082,0.633,0.592,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.646,0.501,0.16,0.835
0.753,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.64,0.586,0.686,0.082,0.611,0.563,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.499,0.5,0.168,0.834
0.758,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.64,0.586,0.686,0.082,0.48,0.534,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.814,0.5,0.614,0.514
0.76,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.68,0.586,0.686,0.089,0.57,0.56,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0.188,0.796,0.16,0.78
0.762,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.68,0.586,0.671,0.089,0.44,0.496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.161,0.837,0.161,0.569
0.765,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.68,0.586,0.686,0.089,0.411,0.476,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.424,0.566,0.368,0.505
0.767,0.0,0.5,0.671,0.212,0.839,0.626,1,0.2,0.629,0.629,0.68,0.571,0.671,0.089,0.496,0.508,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.234,0.712,0.522,0.502
